UniProt1	UniProt2	symbol1	symbol2	evidence type
P01106	Q9BRQ8	MYC	AIFM2	exp
O00483	Q9BRQ8	NDUFA4	AIFM2	exp
Q8TCX1	Q9BRT8	DYNC2LI1	CBWD1	exp
P51571	Q9BRT8	SSR4	CBWD1	exp
P50548	Q9BRT8	ERF	CBWD1	exp
Q8N6T7	Q9BRT8	SIRT6	CBWD1	exp
Q3ZCM7	Q9BRT8	TUBB8	CBWD1	exp
P22570	Q9BRT8	FDXR	CBWD1	exp
O43301	Q9BRT8	HSPA12A	CBWD1	exp
Q13509	Q9BRT8	TUBB3	CBWD1	exp
Q71U36	Q9BRT8	TUBA1A	CBWD1	exp
Q8IWL3	Q9BRT8	HSCB	CBWD1	exp
Q8WUK0	Q9BRT8	PTPMT1	CBWD1	exp
P48507	Q9BRT8	GCLM	CBWD1	exp
P62829	Q9BRT8	RPL23	CBWD1	exp
Q14BN4	Q9BRV8	SLMAP	SIKE1	exp;pred
P50402	Q9BRV8	EMD	SIKE1	exp
Q14164	Q9BRV8	IKBKE	SIKE1	exp;pred
P55199	Q9BRV8	ELL	SIKE1	exp
Q13033	Q9BRV8	STRN3	SIKE1	exp;pred
Q5VSL9	Q9BRV8	STRIP1	SIKE1	exp;pred
Q14197	Q9BRV8	MRPL58	SIKE1	exp
P30154	Q9BRV8	PPP2R1B	SIKE1	exp;pred
P62714	Q9BRV8	PPP2CB	SIKE1	exp;pred
P67775	Q9BRV8	PPP2CA	SIKE1	exp;pred
P30153	Q9BRV8	PPP2R1A	SIKE1	exp;pred
Q659A1	Q9BRV8	ICE2	SIKE1	exp
P62195	Q9BRV8	PSMC5	SIKE1	exp
O75558	Q9BRV8	STX11	SIKE1	exp
O43815	Q9BRV8	STRN	SIKE1	exp;pred
Q9BRV8	Q9BRV8	SIKE1	SIKE1	exp
Q13283	Q9BRX2	G3BP1	PELO	exp
Q16666	Q9BRX2	IFI16	PELO	exp
P60484	Q9BRX2	PTEN	PELO	exp
Q14676	Q9BRX2	MDC1	PELO	exp
Q99459	Q9BRX2	CDC5L	PELO	exp
Q12888	Q9BRX2	TP53BP1	PELO	exp
P01106	Q9BRX2	MYC	PELO	exp
P04792	Q9BRX2	HSPB1	PELO	exp
O14980	Q9BRX2	XPO1	PELO	exp
Q6ZW49	Q9BRX2	PAXIP1	PELO	exp
P33993	Q9BRX2	MCM7	PELO	exp
Q3ZCQ8	Q9BRX2	TIMM50	PELO	exp
Q8IWL3	Q9BRX2	HSCB	PELO	exp
Q13618	Q9BRX2	CUL3	PELO	exp
P16989	Q9BRX2	YBX3	PELO	exp
P57078	Q9BRX2	RIPK4	PELO	exp
P05412	Q9BRX2	JUN	PELO	exp
P55036	Q9BRX2	PSMD4	PELO	exp
P00533	Q9BRX2	EGFR	PELO	exp
P51532	Q9BRX2	SMARCA4	PELO	exp
Q92569	Q9BRX2	PIK3R3	PELO	exp
P53355	Q9BS26	DAPK1	ERP44	exp
O75925	Q9BS26	PIAS1	ERP44	exp
O60749	Q9BS26	SNX2	ERP44	exp
Q96AC1	Q9BS26	FERMT2	ERP44	exp
Q8IV08	Q9BS26	PLD3	ERP44	exp
P62068	Q9BS26	USP46	ERP44	exp
Q96RL1	Q9BS26	UIMC1	ERP44	exp
Q15717	Q9BS26	ELAVL1	ERP44	exp
O43847	Q9BS26	NRDC	ERP44	exp
A5PLL7	Q9BS26	TMEM189	ERP44	exp
P11413	Q9BS26	G6PD	ERP44	exp
Q13177	Q9BS26	PAK2	ERP44	exp
Q14192	Q9BS26	FHL2	ERP44	exp
P49419	Q9BS26	ALDH7A1	ERP44	exp
P02751	Q9BS26	FN1	ERP44	exp
Q96FW1	Q9BS26	OTUB1	ERP44	exp
Q6P1J9	Q9BS26	CDC73	ERP44	exp
P46937	Q9BS26	YAP1	ERP44	exp
P49736	Q9BS26	MCM2	ERP44	exp
Q15025	Q9BS26	TNIP1	ERP44	exp
P25942	Q9BS26	CD40	ERP44	exp
P12277	Q9BS26	CKB	ERP44	exp
P04629	Q9BS26	NTRK1	ERP44	exp
P33992	Q9BS26	MCM5	ERP44	exp
Q6IQ23	Q9BS26	PLEKHA7	ERP44	exp
P01106	Q9BS26	MYC	ERP44	exp
Q96DU7	Q9BS26	ITPKC	ERP44	exp
P63104	Q9BS26	YWHAZ	ERP44	exp;ortho
P35637	Q9BS26	FUS	ERP44	exp
O60763	Q9BS26	USO1	ERP44	exp;ortho;pred
Q16827	Q9BS26	PTPRO	ERP44	exp
Q96CN7	Q9BS26	ISOC1	ERP44	exp
O14562	Q9BS26	UBFD1	ERP44	exp
Q7Z7E8	Q9BS26	UBE2Q1	ERP44	exp
Q14643	Q9BS26	ITPR1	ERP44	exp;ortho;pred
P18206	Q9BS26	VCL	ERP44	exp
P29460	Q9BS26	IL12B	ERP44	exp
Q13404	Q9BS26	UBE2V1	ERP44	exp
Q8NEZ4	Q9BS26	KMT2C	ERP44	exp
Q99426	Q9BS26	TBCB	ERP44	exp
P49257	Q9BS26	LMAN1	ERP44	exp;ortho
Q14999	Q9BS26	CUL7	ERP44	exp
Q8IWL3	Q9BS26	HSCB	ERP44	exp
Q8NBK3	Q9BS26	SUMF1	ERP44	exp
Q8IYT8	Q9BSB4	ULK2	ATG101	exp;pred
O95166	Q9BSB4	GABARAP	ATG101	exp;pred
P55084	Q9BSB4	HADHB	ATG101	exp
P27694	Q9BSB4	RPA1	ATG101	exp
Q676U5	Q9BSB4	ATG16L1	ATG101	exp;pred
P42704	Q9BSB4	LRPPRC	ATG101	exp
P67870	Q9BSB4	CSNK2B	ATG101	exp
P08559	Q9BSB4	PDHA1	ATG101	exp
P17858	Q9BSB4	PFKL	ATG101	exp
Q8TDY2	Q9BSB4	RB1CC1	ATG101	exp;ortho;pred
Q02790	Q9BSB4	FKBP4	ATG101	exp
P00558	Q9BSB4	PGK1	ATG101	exp
Q9BSB4	Q9BSB4	ATG101	ATG101	exp;ortho
P08243	Q9BSB4	ASNS	ATG101	exp
P78527	Q9BSB4	PRKDC	ATG101	exp
P08590	Q9BSB4	MYL3	ATG101	exp
Q16543	Q9BSB4	CDC37	ATG101	exp;pred
P53621	Q9BSB4	COPA	ATG101	exp
P40939	Q9BSB4	HADHA	ATG101	exp
O00483	Q9BSF4	NDUFA4	TIMM29	exp
Q96CS3	Q9BSF4	FAF2	TIMM29	exp
O00303	Q9BSF4	EIF3F	TIMM29	exp
Q92542	Q9BSF4	NCSTN	TIMM29	exp
P26012	Q9BSF4	ITGB8	TIMM29	exp
P56377	Q9BSF4	AP1S2	TIMM29	exp
P06493	Q9BSF4	CDK1	TIMM29	exp
Q86XD5	Q9BSF4	FAM131B	TIMM29	exp
P02649	Q9BSF4	APOE	TIMM29	exp
O00159	Q9BSF4	MYO1C	TIMM29	exp
Q96DZ9	Q9BSJ6	CMTM5	PIMREG	exp
Q13547	Q9BSJ6	HDAC1	PIMREG	exp
Q08379	Q9BSJ6	GOLGA2	PIMREG	exp
Q92769	Q9BSJ6	HDAC2	PIMREG	exp
P62258	Q9BSJ6	YWHAE	PIMREG	exp
O94776	Q9BSJ6	MTA2	PIMREG	exp
P05067	Q9BSJ6	APP	PIMREG	exp
O95758	Q9BSJ6	PTBP3	PIMREG	exp
Q8IUQ4	Q9BSJ6	SIAH1	PIMREG	exp
P14373	Q9BSJ6	TRIM27	PIMREG	exp
Q09028	Q9BSJ6	RBBP4	PIMREG	exp
Q13526	Q9BSJ6	PIN1	PIMREG	exp
Q13492	Q9BSJ6	PICALM	PIMREG	exp
Q16576	Q9BSJ6	RBBP7	PIMREG	exp
O43318	Q9BT67	MAP3K7	NDFIP1	exp
Q8NHX9	Q9BT67	TPCN2	NDFIP1	exp
O14763	Q9BT67	TNFRSF10B	NDFIP1	exp
P68036	Q9BT67	UBE2L3	NDFIP1	exp
Q8WUM9	Q9BT67	SLC20A1	NDFIP1	exp
P37840	Q9BT67	SNCA	NDFIP1	exp;pred
Q96PU5	Q9BT67	NEDD4L	NDFIP1	exp;ortho;pred
P37173	Q9BT67	TGFBR2	NDFIP1	exp
Q7Z434	Q9BT67	MAVS	NDFIP1	exp
P00533	Q9BT67	EGFR	NDFIP1	exp
P43005	Q9BT67	SLC1A1	NDFIP1	exp
P46934	Q9BT67	NEDD4	NDFIP1	exp;ortho;pred
P15260	Q9BT67	IFNGR1	NDFIP1	exp
P41597	Q9BT67	CCR2	NDFIP1	exp
Q99835	Q9BT67	SMO	NDFIP1	exp
Q96J02	Q9BT67	ITCH	NDFIP1	exp;ortho;pred
P60484	Q9BT67	PTEN	NDFIP1	exp;ortho
Q13619	Q9BT78	CUL4A	COPS4	exp;pred
Q9BT78	Q9BT78	COPS4	COPS4	exp
Q92905	Q9BT78	COPS5	COPS4	exp;ortho;pred
O14656	Q9BT78	TOR1A	COPS4	exp;ortho
P04629	Q9BT78	NTRK1	COPS4	exp
O95295	Q9BT78	SNAPIN	COPS4	exp;ortho
O43491	Q9BT78	EPB41L2	COPS4	exp
P61201	Q9BT78	COPS2	COPS4	exp;ortho;pred
P20810	Q9BT78	CAST	COPS4	exp
P31948	Q9BT78	STIP1	COPS4	exp
Q03468	Q9BT78	ERCC6	COPS4	exp
Q13098	Q9BT78	GPS1	COPS4	exp;ortho;pred
Q8NHY2	Q9BT78	RFWD2	COPS4	exp
Q15843	Q9BT78	NEDD8	COPS4	exp
Q6IQ23	Q9BT78	PLEKHA7	COPS4	exp
Q13618	Q9BT78	CUL3	COPS4	exp
Q15018	Q9BT78	ABRAXAS2	COPS4	exp
Q13616	Q9BT78	CUL1	COPS4	exp;pred
O14744	Q9BT78	PRMT5	COPS4	exp
P61081	Q9BT78	UBE2M	COPS4	exp
Q15369	Q9BT78	ELOC	COPS4	exp
P08238	Q9BT78	HSP90AB1	COPS4	exp
P0CG48	Q9BT78	UBC	COPS4	exp
Q9BQA1	Q9BT78	WDR77	COPS4	exp
P68400	Q9BT78	CSNK2A1	COPS4	exp
P57775	Q9BT78	FBXW4	COPS4	exp
P21579	Q9BT78	SYT1	COPS4	exp;ortho
P63104	Q9BT78	YWHAZ	COPS4	exp
Q99627	Q9BT78	COPS8	COPS4	exp;ortho;pred
O14920	Q9BT78	IKBKB	COPS4	exp
Q13216	Q9BT78	ERCC8	COPS4	exp
P34947	Q9BT78	GRK5	COPS4	exp
P01100	Q9BT78	FOS	COPS4	exp
Q93034	Q9BT78	CUL5	COPS4	exp;pred
Q7L5N1	Q9BT78	COPS6	COPS4	exp;ortho;pred
P05412	Q9BT78	JUN	COPS4	exp;pred
Q16531	Q9BT78	DDB1	COPS4	exp;pred
P62877	Q9BT78	RBX1	COPS4	exp
Q8N8S7	Q9BT78	ENAH	COPS4	exp
P52292	Q9BT78	KPNA2	COPS4	exp
P63208	Q9BT78	SKP1	COPS4	exp
Q15678	Q9BT78	PTPN14	COPS4	exp
P27348	Q9BT78	YWHAQ	COPS4	exp
Q13620	Q9BT78	CUL4B	COPS4	exp;pred
Q13617	Q9BT78	CUL2	COPS4	exp;pred
P62330	Q9BT78	ARF6	COPS4	exp
Q02556	Q9BT78	IRF8	COPS4	exp
Q15370	Q9BT78	ELOB	COPS4	exp
O95817	Q9BT78	BAG3	COPS4	exp
Q15831	Q9BT78	STK11	COPS4	exp
Q02108	Q9BT78	GUCY1A1	COPS4	exp
P09622	Q9BT78	DLD	COPS4	exp
Q13568	Q9BT78	IRF5	COPS4	exp
P31749	Q9BTC8	AKT1	MTA3	exp
Q15717	Q9BTC8	ELAVL1	MTA3	exp
P12830	Q9BTC8	CDH1	MTA3	exp;pred
P41182	Q9BTC8	BCL6	MTA3	exp;pred
Q92769	Q9BTC8	HDAC2	MTA3	exp;pred
O60216	Q9BTC8	RAD21	MTA3	exp
Q04721	Q9BTC8	NOTCH2	MTA3	exp
O60341	Q9BTC8	KDM1A	MTA3	exp;pred
Q16576	Q9BTC8	RBBP7	MTA3	exp;pred
Q8IZD2	Q9BTC8	KMT2E	MTA3	exp
Q13315	Q9BTC8	ATM	MTA3	exp
Q13330	Q9BTC8	MTA1	MTA3	exp;pred
Q96KQ7	Q9BTC8	EHMT2	MTA3	exp;pred
O94776	Q9BTC8	MTA2	MTA3	exp;pred
Q00987	Q9BTC8	MDM2	MTA3	exp
Q99816	Q9BTC8	TSG101	MTA3	exp
Q01664	Q9BTC8	TFAP4	MTA3	exp
P42773	Q9BTC8	CDKN2C	MTA3	exp
P22626	Q9BTC8	HNRNPA2B1	MTA3	exp
O14965	Q9BTC8	AURKA	MTA3	exp
P07437	Q9BTC8	TUBB	MTA3	exp
Q13547	Q9BTC8	HDAC1	MTA3	exp;pred
P21802	Q9BTC8	FGFR2	MTA3	exp
P09874	Q9BTC8	PARP1	MTA3	exp
P02751	Q9BTC8	FN1	MTA3	exp
P23771	Q9BTC8	GATA3	MTA3	exp
O75815	Q9BTC8	BCAR3	MTA3	exp
P05412	Q9BTC8	JUN	MTA3	exp
Q09028	Q9BTC8	RBBP4	MTA3	exp;pred
P48431	Q9BTC8	SOX2	MTA3	exp
P01106	Q9BTC8	MYC	MTA3	exp
O95429	Q9BTC8	BAG4	MTA3	exp
Q99459	Q9BTC8	CDC5L	MTA3	exp
Q12873	Q9BTC8	CHD3	MTA3	exp;pred
P62993	Q9BTC8	GRB2	MTA3	exp
P08069	Q9BTC8	IGF1R	MTA3	exp
O15550	Q9BTK6	KDM6A	PAGR1	exp
Q6ZW49	Q9BTK6	PAXIP1	PAGR1	exp;pred
O14980	Q9BTK6	XPO1	PAGR1	exp
Q14686	Q9BTK6	NCOA6	PAGR1	exp;pred
Q15788	Q9BTK6	NCOA1	PAGR1	exp;pred
Q15291	Q9BTK6	RBBP5	PAGR1	exp;pred
Q8NEZ4	Q9BTK6	KMT2C	PAGR1	exp;pred
P61964	Q9BTK6	WDR5	PAGR1	exp;pred
P10275	Q9BTK6	AR	PAGR1	exp
P03372	Q9BTK6	ESR1	PAGR1	exp;pred
P05067	Q9BTK6	APP	PAGR1	exp
P52732	Q9BTU6	KIF11	PI4K2A	exp
O95166	Q9BTU6	GABARAP	PI4K2A	exp
Q9BQ95	Q9BTU6	ECSIT	PI4K2A	exp
P05067	Q9BTU6	APP	PI4K2A	exp
P08962	Q9BTU6	CD63	PI4K2A	exp
A5YKK6	Q9BTU6	CNOT1	PI4K2A	exp
Q96J02	Q9BTU6	ITCH	PI4K2A	exp;ortho
P07900	Q9BTU6	HSP90AA1	PI4K2A	exp
P15151	Q9BTU6	PVR	PI4K2A	exp
Q8NHX9	Q9BTU6	TPCN2	PI4K2A	exp
P09497	Q9BTU6	CLTB	PI4K2A	exp
P54725	Q9BTU6	RAD23A	PI4K2A	exp
Q15910	Q9BTV7	EZH2	CABLES2	exp
Q00535	Q9BTV7	CDK5	CABLES2	exp;ortho;pred
P00519	Q9BTV7	ABL1	CABLES2	exp;ortho;pred
Q00526	Q9BTV7	CDK3	CABLES2	exp;pred
Q13620	Q9BTV7	CUL4B	CABLES2	exp
Q9BTV7	Q9BTV7	CABLES2	CABLES2	exp
P49748	Q9BTZ2	ACADVL	DHRS4	exp
Q6R327	Q9BTZ2	RICTOR	DHRS4	exp
O43847	Q9BTZ2	NRDC	DHRS4	exp
Q13011	Q9BTZ2	ECH1	DHRS4	exp
Q96CA5	Q9BTZ2	BIRC7	DHRS4	exp
O75381	Q9BTZ2	PEX14	DHRS4	exp
Q08426	Q9BTZ2	EHHADH	DHRS4	exp
Q9BTZ2	Q9BTZ2	DHRS4	DHRS4	exp;pred
Q8NFV4	Q9BTZ2	ABHD11	DHRS4	exp
P25791	Q9BTZ2	LMO2	DHRS4	exp
P30048	Q9BTZ2	PRDX3	DHRS4	exp
P06865	Q9BTZ2	HEXA	DHRS4	exp
P30837	Q9BTZ2	ALDH1B1	DHRS4	exp
P50542	Q9BTZ2	PEX5	DHRS4	exp
P08559	Q9BTZ2	PDHA1	DHRS4	exp
Q99615	Q9BUB5	DNAJC7	MKNK1	exp
Q16539	Q9BUB5	MAPK14	MKNK1	exp;ortho;pred
P28482	Q9BUB5	MAPK1	MKNK1	exp;ortho;pred
O43896	Q9BUB5	KIF1C	MKNK1	exp
O14640	Q9BUB5	DVL1	MKNK1	exp
Q92793	Q9BUB5	CREBBP	MKNK1	exp
P20339	Q9BUB5	RAB5A	MKNK1	exp
P47712	Q9BUB5	PLA2G4A	MKNK1	exp
P51668	Q9BUB5	UBE2D1	MKNK1	exp
O14980	Q9BUB5	XPO1	MKNK1	exp
P78527	Q9BUB5	PRKDC	MKNK1	exp
Q13772	Q9BUB5	NCOA4	MKNK1	exp
P02686	Q9BUB5	MBP	MKNK1	exp
P48729	Q9BUB5	CSNK1A1	MKNK1	exp
Q15118	Q9BUB5	PDK1	MKNK1	exp
P67775	Q9BUB5	PPP2CA	MKNK1	exp
Q92905	Q9BUB5	COPS5	MKNK1	exp
Q92997	Q9BUB5	DVL3	MKNK1	exp
P62937	Q9BUB5	PPIA	MKNK1	exp
P49841	Q9BUB5	GSK3B	MKNK1	exp
Q8NFZ5	Q9BUB5	TNIP2	MKNK1	exp
P35222	Q9BUB5	CTNNB1	MKNK1	exp
P06730	Q9BUB5	EIF4E	MKNK1	exp;ortho;pred
Q12802	Q9BUB5	AKAP13	MKNK1	exp
P05067	Q9BUB5	APP	MKNK1	exp
P08238	Q9BUB5	HSP90AB1	MKNK1	exp
O15169	Q9BUB5	AXIN1	MKNK1	exp
P27361	Q9BUB5	MAPK3	MKNK1	exp;ortho;pred
P78347	Q9BUB5	GTF2I	MKNK1	exp
Q9BUB5	Q9BUB5	MKNK1	MKNK1	exp
O14964	Q9BUB5	HGS	MKNK1	exp
P54252	Q9BUB5	ATXN3	MKNK1	exp
P17275	Q9BUB5	JUNB	MKNK1	exp
Q12923	Q9BUB5	PTPN13	MKNK1	exp
P78344	Q9BUB5	EIF4G2	MKNK1	exp;pred
O14641	Q9BUB5	DVL2	MKNK1	exp
O75970	Q9BUB5	MPDZ	MKNK1	exp
Q14258	Q9BUB5	TRIM25	MKNK1	exp
Q13177	Q9BUB5	PAK2	MKNK1	exp;ortho;pred
Q15759	Q9BUB5	MAPK11	MKNK1	exp;ortho;pred
Q13233	Q9BUF5	MAP3K1	TUBB6	exp;pred
P29353	Q9BUF5	SHC1	TUBB6	exp
Q71U36	Q9BUF5	TUBA1A	TUBB6	exp;pred
A4FU01	Q9BUF5	MTMR11	TUBB6	exp
Q14258	Q9BUF5	TRIM25	TUBB6	exp
P60033	Q9BUF5	CD81	TUBB6	exp
Q5S007	Q9BUF5	LRRK2	TUBB6	exp
Q86XA0	Q9BUF5	METTL23	TUBB6	exp
P47755	Q9BUF5	CAPZA2	TUBB6	exp
P61956	Q9BUF5	SUMO2	TUBB6	exp
Q15365	Q9BUF5	PCBP1	TUBB6	exp
P00533	Q9BUF5	EGFR	TUBB6	exp
O95476	Q9BUF5	CTDNEP1	TUBB6	exp
P68371	Q9BUF5	TUBB4B	TUBB6	exp;pred
P49411	Q9BUF5	TUFM	TUBB6	exp
O14830	Q9BUF5	PPEF2	TUBB6	exp
O96008	Q9BUF5	TOMM40	TUBB6	exp
P16871	Q9BUF5	IL7R	TUBB6	exp
P68366	Q9BUF5	TUBA4A	TUBB6	exp;pred
Q9BQE3	Q9BUF5	TUBA1C	TUBB6	exp;pred
P49736	Q9BUF5	MCM2	TUBB6	exp
Q13043	Q9BUF5	STK4	TUBB6	exp
Q13418	Q9BUF5	ILK	TUBB6	exp
P38398	Q9BUF5	BRCA1	TUBB6	exp
O75381	Q9BUF5	PEX14	TUBB6	exp
P02751	Q9BUF5	FN1	TUBB6	exp
P30279	Q9BUF5	CCND2	TUBB6	exp
P03372	Q9BUF5	ESR1	TUBB6	exp
Q15051	Q9BUF5	IQCB1	TUBB6	exp;ortho
O00459	Q9BUF5	PIK3R2	TUBB6	exp
P05412	Q9BUF5	JUN	TUBB6	exp
O00743	Q9BUF5	PPP6C	TUBB6	exp
O60260	Q9BUF5	PRKN	TUBB6	exp
P01106	Q9BUF5	MYC	TUBB6	exp
Q13618	Q9BUF5	CUL3	TUBB6	exp
P12755	Q9BUF5	SKI	TUBB6	exp
P46937	Q9BUF5	YAP1	TUBB6	exp
O95486	Q9BUF5	SEC24A	TUBB6	exp
O43865	Q9BUF5	AHCYL1	TUBB6	exp
O15357	Q9BUF5	INPPL1	TUBB6	exp
P10398	Q9BUF5	ARAF	TUBB6	exp
Q14999	Q9BUF5	CUL7	TUBB6	exp
Q8NBP7	Q9BUF5	PCSK9	TUBB6	exp
Q14152	Q9BUF5	EIF3A	TUBB6	exp
P80303	Q9BUF5	NUCB2	TUBB6	exp
Q99952	Q9BUF5	PTPN18	TUBB6	exp
Q00653	Q9BUF5	NFKB2	TUBB6	exp;pred
P10909	Q9BUF5	CLU	TUBB6	exp
O14654	Q9BUF5	IRS4	TUBB6	exp
P57078	Q9BUF5	RIPK4	TUBB6	exp
O15297	Q9BUF5	PPM1D	TUBB6	exp
Q99759	Q9BUF5	MAP3K3	TUBB6	exp;pred
P19320	Q9BUF5	VCAM1	TUBB6	exp
Q14161	Q9BUJ2	GIT2	HNRNPUL1	exp
P05412	Q9BUJ2	JUN	HNRNPUL1	exp
Q14999	Q9BUJ2	CUL7	HNRNPUL1	exp
Q15843	Q9BUJ2	NEDD8	HNRNPUL1	exp
P67809	Q9BUJ2	YBX1	HNRNPUL1	exp;pred
P16871	Q9BUJ2	IL7R	HNRNPUL1	exp
Q5U5Q3	Q9BUJ2	MEX3C	HNRNPUL1	exp
O75340	Q9BUJ2	PDCD6	HNRNPUL1	exp
P27694	Q9BUJ2	RPA1	HNRNPUL1	exp
P46934	Q9BUJ2	NEDD4	HNRNPUL1	exp
Q13620	Q9BUJ2	CUL4B	HNRNPUL1	exp
P78406	Q9BUJ2	RAE1	HNRNPUL1	exp;pred
Q15717	Q9BUJ2	ELAVL1	HNRNPUL1	exp
P38398	Q9BUJ2	BRCA1	HNRNPUL1	exp;pred
Q13011	Q9BUJ2	ECH1	HNRNPUL1	exp
Q99728	Q9BUJ2	BARD1	HNRNPUL1	exp
O95817	Q9BUJ2	BAG3	HNRNPUL1	exp
Q6R327	Q9BUJ2	RICTOR	HNRNPUL1	exp
Q14258	Q9BUJ2	TRIM25	HNRNPUL1	exp;pred
Q7L5N1	Q9BUJ2	COPS6	HNRNPUL1	exp
P17661	Q9BUJ2	DES	HNRNPUL1	exp
Q6NYC1	Q9BUJ2	JMJD6	HNRNPUL1	exp
P03372	Q9BUJ2	ESR1	HNRNPUL1	exp
Q13283	Q9BUJ2	G3BP1	HNRNPUL1	exp;pred
Q13617	Q9BUJ2	CUL2	HNRNPUL1	exp
Q99816	Q9BUJ2	TSG101	HNRNPUL1	exp
Q01844	Q9BUJ2	EWSR1	HNRNPUL1	exp;pred
P31943	Q9BUJ2	HNRNPH1	HNRNPUL1	exp;pred
Q93034	Q9BUJ2	CUL5	HNRNPUL1	exp
Q15363	Q9BUJ2	TMED2	HNRNPUL1	exp
Q13148	Q9BUJ2	TARDBP	HNRNPUL1	exp;pred
P35244	Q9BUJ2	RPA3	HNRNPUL1	exp
Q99873	Q9BUJ2	PRMT1	HNRNPUL1	exp;pred
Q13625	Q9BUJ2	TP53BP2	HNRNPUL1	exp
Q14684	Q9BUJ2	RRP1B	HNRNPUL1	exp
O60506	Q9BUJ2	SYNCRIP	HNRNPUL1	exp;pred
P49459	Q9BUJ2	UBE2A	HNRNPUL1	exp
P15927	Q9BUJ2	RPA2	HNRNPUL1	exp
O75530	Q9BUJ2	EED	HNRNPUL1	exp
Q14151	Q9BUJ2	SAFB2	HNRNPUL1	exp
Q12905	Q9BUJ2	ILF2	HNRNPUL1	exp
O75844	Q9BUJ2	ZMPSTE24	HNRNPUL1	exp
P68104	Q9BUJ2	EEF1A1	HNRNPUL1	exp
Q7L2J0	Q9BUJ2	MEPCE	HNRNPUL1	exp
O95758	Q9BUJ2	PTBP3	HNRNPUL1	exp
Q8N2W9	Q9BUJ2	PIAS4	HNRNPUL1	exp
Q86VP6	Q9BUJ2	CAND1	HNRNPUL1	exp
P04629	Q9BUJ2	NTRK1	HNRNPUL1	exp
Q13315	Q9BUJ2	ATM	HNRNPUL1	exp
Q99496	Q9BUJ2	RNF2	HNRNPUL1	exp
O75147	Q9BUJ2	OBSL1	HNRNPUL1	exp
P49736	Q9BUJ2	MCM2	HNRNPUL1	exp
P52597	Q9BUJ2	HNRNPF	HNRNPUL1	exp;pred
Q14194	Q9BUJ2	CRMP1	HNRNPUL1	exp
Q16643	Q9BUJ2	DBN1	HNRNPUL1	exp
Q16637	Q9BUJ2	SMN1;SMN2	HNRNPUL1	exp
Q15424	Q9BUJ2	SAFB	HNRNPUL1	exp
P27695	Q9BUJ2	APEX1	HNRNPUL1	exp;pred
Q13151	Q9BUJ2	HNRNPA0	HNRNPUL1	exp;pred
Q09472	Q9BUJ2	EP300	HNRNPUL1	exp;pred
P11021	Q9BUJ2	HSPA5	HNRNPUL1	exp
Q96J02	Q9BUJ2	ITCH	HNRNPUL1	exp
Q15637	Q9BUJ2	SF1	HNRNPUL1	exp;pred
Q92905	Q9BUJ2	COPS5	HNRNPUL1	exp
P11308	Q9BUJ2	ERG	HNRNPUL1	exp
Q13618	Q9BUJ2	CUL3	HNRNPUL1	exp
Q13619	Q9BUJ2	CUL4A	HNRNPUL1	exp
P09651	Q9BUJ2	HNRNPA1	HNRNPUL1	exp;pred
O95400	Q9BUJ2	CD2BP2	HNRNPUL1	exp
Q9BUJ2	Q9BUJ2	HNRNPUL1	HNRNPUL1	exp
O94817	Q9BUJ2	ATG12	HNRNPUL1	exp
P55345	Q9BUJ2	PRMT2	HNRNPUL1	exp;pred
Q14451	Q9BUJ2	GRB7	HNRNPUL1	exp
P56192	Q9BUJ2	MARS	HNRNPUL1	exp
P21980	Q9BUJ2	TGM2	HNRNPUL1	exp
Q13616	Q9BUJ2	CUL1	HNRNPUL1	exp
P43243	Q9BUJ2	MATR3	HNRNPUL1	exp
P46781	Q9BUJ2	RPS9	HNRNPUL1	exp;pred
Q93062	Q9BUK0	RBPMS	CHCHD7	exp
P12004	Q9BUL8	PCNA	PDCD10	exp
P54105	Q9BUL8	CLNS1A	PDCD10	exp
P30837	Q9BUL8	ALDH1B1	PDCD10	exp
P06865	Q9BUL8	HEXA	PDCD10	exp
P13612	Q9BUL8	ITGA4	PDCD10	exp
P15311	Q9BUL8	EZR	PDCD10	exp
Q13033	Q9BUL8	STRN3	PDCD10	exp;pred
P67775	Q9BUL8	PPP2CA	PDCD10	exp;pred
O95302	Q9BUL8	FKBP9	PDCD10	exp
P19320	Q9BUL8	VCAM1	PDCD10	exp
P38606	Q9BUL8	ATP6V1A	PDCD10	exp
P52597	Q9BUL8	HNRNPF	PDCD10	exp
O43815	Q9BUL8	STRN	PDCD10	exp;pred
Q14BN4	Q9BUL8	SLMAP	PDCD10	exp;pred
Q5VSL9	Q9BUL8	STRIP1	PDCD10	exp;pred
P23508	Q9BUL8	MCC	PDCD10	exp
P55072	Q9BUL8	VCP	PDCD10	exp
Q8IVT5	Q9BUL8	KSR1	PDCD10	exp
Q96AC1	Q9BUL8	FERMT2	PDCD10	exp
P30153	Q9BUL8	PPP2R1A	PDCD10	exp;pred
O43765	Q9BUL8	SGTA	PDCD10	exp
O00522	Q9BUL8	KRIT1	PDCD10	exp;pred
Q9BUL8	Q9BUL8	PDCD10	PDCD10	exp
Q12923	Q9BUL8	PTPN13	PDCD10	exp;pred
Q9BS26	Q9BUL8	ERP44	PDCD10	exp
P18206	Q9BUL8	VCL	PDCD10	exp
P02751	Q9BUL8	FN1	PDCD10	exp
Q9BRV8	Q9BUL8	SIKE1	PDCD10	exp;pred
P62714	Q9BUL8	PPP2CB	PDCD10	exp;pred
