UniProt1	UniProt2	symbol1	symbol2	evidence type
O95166	P31943	GABARAP	HNRNPH1	exp
O95229	P31943	ZWINT	HNRNPH1	exp
O75340	P31943	PDCD6	HNRNPH1	exp
O75147	P31943	OBSL1	HNRNPH1	exp
P02545	P31943	LMNA	HNRNPH1	exp
P14866	P31943	HNRNPL	HNRNPH1	exp;pred
P17844	P31943	DDX5	HNRNPH1	exp;pred
P0CG48	P31943	UBC	HNRNPH1	exp
P11441	P31943	UBL4A	HNRNPH1	exp
O75530	P31943	EED	HNRNPH1	exp;ortho
O95793	P31943	STAU1	HNRNPH1	exp
P18206	P31943	VCL	HNRNPH1	exp
P19838	P31943	NFKB1	HNRNPH1	exp;pred
P21860	P31943	ERBB3	HNRNPH1	exp
O95758	P31943	PTBP3	HNRNPH1	exp;pred
P15927	P31943	RPA2	HNRNPH1	exp
O00264	P31943	PGRMC1	HNRNPH1	exp
P11021	P31943	HSPA5	HNRNPH1	exp;pred
O75674	P31943	TOM1L1	HNRNPH1	exp
P11308	P31943	ERG	HNRNPH1	exp
P10809	P31943	HSPD1	HNRNPH1	exp
P07550	P31943	ADRB2	HNRNPH1	exp
P15336	P31943	ATF2	HNRNPH1	exp
P07947	P31943	YES1	HNRNPH1	exp
O00233	P31943	PSMD9	HNRNPH1	exp
P00533	P31943	EGFR	HNRNPH1	exp
P19320	P31943	VCAM1	HNRNPH1	exp
P29597	P31943	TYK2	HNRNPH1	exp
O60260	P31943	PRKN	HNRNPH1	exp
P09874	P31943	PARP1	HNRNPH1	exp
O75044	P31946	SRGAP2	YWHAB	exp
O60573	P31946	EIF4E2	YWHAB	exp
P12931	P31946	SRC	YWHAB	exp;ortho;pred
P05129	P31946	PRKCG	YWHAB	exp;ortho;pred
A2A3K4	P31946	PTPDC1	YWHAB	exp
O43379	P31946	WDR62	YWHAB	exp
P26045	P31946	PTPN3	YWHAB	exp;pred
P05556	P31946	ITGB1	YWHAB	exp;pred
P31946	P31946	YWHAB	YWHAB	exp;pred
P16144	P31946	ITGB4	YWHAB	exp
P22681	P31946	CBL	YWHAB	exp;ortho;pred
P16871	P31946	IL7R	YWHAB	exp
P05067	P31946	APP	YWHAB	exp;ortho;pred
O75122	P31946	CLASP2	YWHAB	exp;ortho;pred
P10636	P31946	MAPT	YWHAB	exp;ortho;pred
P21127	P31946	CDK11B	YWHAB	exp
O60333	P31946	KIF1B	YWHAB	exp
O14744	P31946	PRMT5	YWHAB	exp;pred
P11274	P31946	BCR	YWHAB	exp;pred
P16104	P31946	H2AFX	YWHAB	exp
P20823	P31946	HNF1A	YWHAB	exp
O14757	P31946	CHEK1	YWHAB	exp;pred
O43491	P31946	EPB41L2	YWHAB	exp
P08670	P31946	VIM	YWHAB	exp;ortho;pred
P05412	P31946	JUN	YWHAB	exp
P01106	P31946	MYC	YWHAB	exp;pred
P07437	P31946	TUBB	YWHAB	exp;pred
O95817	P31946	BAG3	YWHAB	exp
P00533	P31946	EGFR	YWHAB	exp;pred
P01100	P31946	FOS	YWHAB	exp
O43900	P31946	PRICKLE3	YWHAB	exp
O95696	P31946	BRD1	YWHAB	exp
O14745	P31946	SLC9A3R1	YWHAB	exp
O14964	P31946	HGS	YWHAB	exp
O43896	P31946	KIF1C	YWHAB	exp
O14654	P31946	IRS4	YWHAB	exp;pred
O94885	P31946	SASH1	YWHAB	exp
P31040	P31946	SDHA	YWHAB	exp
O94921	P31946	CDK14	YWHAB	exp;pred
O60343	P31946	TBC1D4	YWHAB	exp;ortho
P30307	P31946	CDC25C	YWHAB	exp;ortho;pred
O15297	P31946	PPM1D	YWHAB	exp
P27348	P31946	YWHAQ	YWHAB	exp;ortho;pred
P08069	P31946	IGF1R	YWHAB	exp;pred
P16591	P31946	FER	YWHAB	exp
O75592	P31946	MYCBP2	YWHAB	exp;pred
O95544	P31946	NADK	YWHAB	exp
P15056	P31946	BRAF	YWHAB	exp;ortho;pred
P0CG48	P31946	UBC	YWHAB	exp
P19320	P31946	VCAM1	YWHAB	exp
P13612	P31946	ITGA4	YWHAB	exp
P04629	P31946	NTRK1	YWHAB	exp
O60825	P31946	PFKFB2	YWHAB	exp
P21580	P31946	TNFAIP3	YWHAB	exp;pred
O43521	P31946	BCL2L11	YWHAB	exp;ortho;pred
O00459	P31946	PIK3R2	YWHAB	exp;pred
P25054	P31946	APC	YWHAB	exp
P09622	P31946	DLD	YWHAB	exp;ortho;pred
P30291	P31946	WEE1	YWHAB	exp;pred
O14649	P31946	KCNK3	YWHAB	exp;pred
O15151	P31946	MDM4	YWHAB	exp;pred
O00273	P31946	DFFA	YWHAB	exp
A2RU30	P31946	TESPA1	YWHAB	exp
O95382	P31946	MAP3K6	YWHAB	exp
P0DMV9	P31946	HSPA1B	YWHAB	exp
O00429	P31946	DNM1L	YWHAB	exp
P04049	P31946	RAF1	YWHAB	exp;pred
P0DMV8	P31946	HSPA1A	YWHAB	exp
P11413	P31946	G6PD	YWHAB	exp
P25705	P31946	ATP5A1	YWHAB	exp;ortho;pred
P05107	P31946	ITGB2	YWHAB	exp;ortho
O94915	P31946	FRYL	YWHAB	exp;pred
O75643	P31946	SNRNP200	YWHAB	exp;pred
O14639	P31946	ABLIM1	YWHAB	exp
P08238	P31946	HSP90AB1	YWHAB	exp;ortho;pred
O14829	P31946	PPEF1	YWHAB	exp
P00519	P31946	ABL1	YWHAB	exp;pred
O00257	P31946	CBX4	YWHAB	exp
P30153	P31946	PPP2R1A	YWHAB	exp;ortho;pred
P12830	P31946	CDH1	YWHAB	exp
P30305	P31946	CDC25B	YWHAB	exp;ortho;pred
P29074	P31946	PTPN4	YWHAB	exp
P05783	P31946	KRT18	YWHAB	exp;pred
O43765	P31946	SGTA	YWHAB	exp
P21359	P31946	NF1	YWHAB	exp;ortho;pred
P07359	P31946	GP1BA	YWHAB	exp
O14920	P31946	IKBKB	YWHAB	exp;pred
O96013	P31946	PAK4	YWHAB	exp
P15336	P31946	ATF2	YWHAB	exp;pred
P07195	P31946	LDHB	YWHAB	exp
P27448	P31946	MARK3	YWHAB	exp;ortho;pred
P11021	P31946	HSPA5	YWHAB	exp;ortho;pred
P02751	P31946	FN1	YWHAB	exp
P30304	P31946	CDC25A	YWHAB	exp;pred
O75815	P31946	BCAR3	YWHAB	exp
P10398	P31946	ARAF	YWHAB	exp;pred
P04792	P31946	HSPB1	YWHAB	exp
P26651	P31946	ZFP36	YWHAB	exp;ortho;pred
P23588	P31947	EIF4B	SFN	exp
O15372	P31947	EIF3H	SFN	exp
P27635	P31947	RPL10	SFN	exp
P00519	P31947	ABL1	SFN	exp;pred
P00533	P31947	EGFR	SFN	exp;pred
P31946	P31947	YWHAB	SFN	exp;pred
O60841	P31947	EIF5B	SFN	exp
P26651	P31947	ZFP36	SFN	exp
P23246	P31947	SFPQ	SFN	exp
P16403	P31947	HIST1H1C	SFN	exp
P30305	P31947	CDC25B	SFN	exp;pred
P27348	P31947	YWHAQ	SFN	exp;pred
P06493	P31947	CDK1	SFN	exp;pred
O00257	P31947	CBX4	SFN	exp
P00558	P31947	PGK1	SFN	exp
P18206	P31947	VCL	SFN	exp
O14757	P31947	CHEK1	SFN	exp;pred
O75821	P31947	EIF3G	SFN	exp
P04049	P31947	RAF1	SFN	exp;pred
P05198	P31947	EIF2S1	SFN	exp
P27448	P31947	MARK3	SFN	exp;pred
P15056	P31947	BRAF	SFN	exp;pred
P26045	P31947	PTPN3	SFN	exp;pred
P15336	P31947	ATF2	SFN	exp
P12830	P31947	CDH1	SFN	exp;pred
P15880	P31947	RPS2	SFN	exp
P17706	P31947	PTPN2	SFN	exp
P31749	P31947	AKT1	SFN	exp;pred
O96013	P31947	PAK4	SFN	exp;pred
P11274	P31947	BCR	SFN	exp;pred
P17844	P31947	DDX5	SFN	exp
P03372	P31947	ESR1	SFN	exp;pred
O14639	P31947	ABLIM1	SFN	exp
O15151	P31947	MDM4	SFN	exp;pred
P30304	P31947	CDC25A	SFN	exp;pred
P30307	P31947	CDC25C	SFN	exp;pred
P25054	P31947	APC	SFN	exp
O75592	P31947	MYCBP2	SFN	exp;pred
P22681	P31947	CBL	SFN	exp;pred
P11021	P31947	HSPA5	SFN	exp;pred
P11940	P31947	PABPC1	SFN	exp;pred
P05161	P31947	ISG15	SFN	exp
P16402	P31947	HIST1H1D	SFN	exp
P04264	P31947	KRT1	SFN	exp
P07305	P31947	H1F0	SFN	exp
P31947	P31947	SFN	SFN	exp;pred
P18621	P31947	RPL17	SFN	exp
O14649	P31947	KCNK3	SFN	exp
P04629	P31947	NTRK1	SFN	exp;pred
P04150	P31947	NR3C1	SFN	exp;pred
P11413	P31947	G6PD	SFN	exp
P30291	P31947	WEE1	SFN	exp;pred
P13861	P31947	PRKAR2A	SFN	exp
P26373	P31947	RPL13	SFN	exp
P12268	P31947	IMPDH2	SFN	exp
O94885	P31947	SASH1	SFN	exp
P10398	P31947	ARAF	SFN	exp;pred
P23396	P31947	RPS3	SFN	exp
O95382	P31947	MAP3K6	SFN	exp;pred
P15311	P31948	EZR	STIP1	exp
O14830	P31948	PPEF2	STIP1	exp
O00170	P31948	AIP	STIP1	exp;pred
O95433	P31948	AHSA1	STIP1	exp;pred
P09104	P31948	ENO2	STIP1	exp
P08238	P31948	HSP90AB1	STIP1	exp;pred
P25788	P31948	PSMA3	STIP1	exp;pred
P16949	P31948	STMN1	STIP1	exp
P0CG47	P31948	UBB	STIP1	exp
P23258	P31948	TUBG1	STIP1	exp
P22392	P31948	NME2	STIP1	exp
P25791	P31948	LMO2	STIP1	exp
P30307	P31948	CDC25C	STIP1	exp
P11142	P31948	HSPA8	STIP1	exp;pred
P26368	P31948	U2AF2	STIP1	exp
P12270	P31948	TPR	STIP1	exp
P25054	P31948	APC	STIP1	exp
P04406	P31948	GAPDH	STIP1	exp;pred
P07900	P31948	HSP90AA1	STIP1	exp;pred
P10599	P31948	TXN	STIP1	exp
O95758	P31948	PTBP3	STIP1	exp
P30086	P31948	PEBP1	STIP1	exp
P04792	P31948	HSPB1	STIP1	exp
P20042	P31948	EIF2S2	STIP1	exp
P0DMV9	P31948	HSPA1B	STIP1	exp
P04049	P31948	RAF1	STIP1	exp
P19320	P31948	VCAM1	STIP1	exp
P04150	P31948	NR3C1	STIP1	exp;pred
P09622	P31948	DLD	STIP1	exp
P30837	P31948	ALDH1B1	STIP1	exp
P05067	P31948	APP	STIP1	exp
P15121	P31948	AKR1B1	STIP1	exp
O75665	P31948	OFD1	STIP1	exp
P11021	P31948	HSPA5	STIP1	exp;pred
O43542	P31948	XRCC3	STIP1	exp
P19086	P31948	GNAZ	STIP1	exp
O95816	P31948	BAG2	STIP1	exp
O43865	P31948	AHCYL1	STIP1	exp
C9JRZ8	P31948	AKR1B15	STIP1	exp
O75190	P31948	DNAJB6	STIP1	exp
P06241	P31948	FYN	STIP1	exp
P04626	P31948	ERBB2	STIP1	exp
P00966	P31948	ASS1	STIP1	exp
P30304	P31948	CDC25A	STIP1	exp
P25685	P31948	DNAJB1	STIP1	exp;pred
O14654	P31948	IRS4	STIP1	exp
P18074	P31948	ERCC2	STIP1	exp
P00533	P31948	EGFR	STIP1	exp
P04629	P31948	NTRK1	STIP1	exp
P13569	P31948	CFTR	STIP1	exp
P14859	P31948	POU2F1	STIP1	exp
O60884	P31948	DNAJA2	STIP1	exp;pred
P0DMV8	P31948	HSPA1A	STIP1	exp
P07947	P31948	YES1	STIP1	exp
O00429	P31948	DNM1L	STIP1	exp
P17980	P31948	PSMC3	STIP1	exp;ortho;pred
P15374	P31948	UCHL3	STIP1	exp
P29401	P31948	TKT	STIP1	exp
P15336	P31948	ATF2	STIP1	exp
P05412	P31948	JUN	STIP1	exp
P13797	P31948	PLS3	STIP1	exp
P00558	P31948	PGK1	STIP1	exp;pred
P02751	P31948	FN1	STIP1	exp
P13929	P31948	ENO3	STIP1	exp
P13612	P31948	ITGA4	STIP1	exp
P26038	P31948	MSN	STIP1	exp
P31949	P31949	S100A11	S100A11	exp;pred
P15313	P31949	ATP6V1B1	S100A11	exp
P04271	P31949	S100B	S100A11	exp;pred
P04083	P31949	ANXA1	S100A11	exp;pred
P15336	P31949	ATF2	S100A11	exp
P19338	P31949	NCL	S100A11	exp;pred
P12830	P31949	CDH1	S100A11	exp
P00533	P31949	EGFR	S100A11	exp;pred
P06748	P31949	NPM1	S100A11	exp
P02751	P32119	FN1	PRDX2	exp
P30044	P32119	PRDX5	PRDX2	exp;pred
P16871	P32119	IL7R	PRDX2	exp
P00966	P32119	ASS1	PRDX2	exp
P05412	P32119	JUN	PRDX2	exp
P22061	P32119	PCMT1	PRDX2	exp
P19320	P32119	VCAM1	PRDX2	exp
P30048	P32119	PRDX3	PRDX2	exp;pred
P19838	P32119	NFKB1	PRDX2	exp
P30153	P32119	PPP2R1A	PRDX2	exp
P13612	P32119	ITGA4	PRDX2	exp
P06493	P32119	CDK1	PRDX2	exp
P26368	P32119	U2AF2	PRDX2	exp
P02649	P32119	APOE	PRDX2	exp
P04406	P32119	GAPDH	PRDX2	exp
P24941	P32119	CDK2	PRDX2	exp
P03372	P32119	ESR1	PRDX2	exp
P09619	P32119	PDGFRB	PRDX2	exp;pred
P30041	P32119	PRDX6	PRDX2	exp;pred
O95166	P32119	GABARAP	PRDX2	exp
P21673	P32119	SAT1	PRDX2	exp
P30154	P32119	PPP2R1B	PRDX2	exp;pred
P05067	P32119	APP	PRDX2	exp
P29353	P32119	SHC1	PRDX2	exp
P10599	P32119	TXN	PRDX2	exp;pred
P14618	P32119	PKM	PRDX2	exp
P00338	P32119	LDHA	PRDX2	exp
P32119	P32119	PRDX2	PRDX2	exp;pred
P01023	P32119	A2M	PRDX2	exp
P18669	P32119	PGAM1	PRDX2	exp
O00429	P32119	DNM1L	PRDX2	exp
P07355	P32119	ANXA2	PRDX2	exp
P09622	P32119	DLD	PRDX2	exp
P25054	P32119	APC	PRDX2	exp
P22234	P32119	PAICS	PRDX2	exp
P08069	P32121	IGF1R	ARRB2	exp;pred
O14617	P32121	AP3D1	ARRB2	exp
P0DMV8	P32121	HSPA1A	ARRB2	exp
P16104	P32121	H2AFX	ARRB2	exp;pred
P0DP25	P32121	CALM3	ARRB2	exp
P31040	P32121	SDHA	ARRB2	exp
O00299	P32121	CLIC1	ARRB2	exp
P27694	P32121	RPA1	ARRB2	exp
O14964	P32121	HGS	ARRB2	exp;pred
P0CG48	P32121	UBC	ARRB2	exp
O75688	P32121	PPM1B	ARRB2	exp;pred
P14618	P32121	PKM	ARRB2	exp;pred
O14980	P32121	XPO1	ARRB2	exp
O14920	P32121	IKBKB	ARRB2	exp;pred
P23527	P32121	HIST1H2BO	ARRB2	exp;pred
P09651	P32121	HNRNPA1	ARRB2	exp;pred
P21731	P32121	TBXA2R	ARRB2	exp
P11940	P32121	PABPC1	ARRB2	exp;pred
P0DMV9	P32121	HSPA1B	ARRB2	exp
P23588	P32121	EIF4B	ARRB2	exp
P04406	P32121	GAPDH	ARRB2	exp;pred
P08708	P32121	RPS17	ARRB2	exp;pred
P06702	P32121	S100A9	ARRB2	exp;pred
P19784	P32121	CSNK2A2	ARRB2	exp;pred
P16989	P32121	YBX3	ARRB2	exp
P19388	P32121	POLR2E	ARRB2	exp
P12956	P32121	XRCC6	ARRB2	exp;pred
P04049	P32121	RAF1	ARRB2	exp;pred
P11802	P32121	CDK4	ARRB2	exp
O00505	P32121	KPNA3	ARRB2	exp
P08100	P32121	RHO	ARRB2	exp;pred
P09496	P32121	CLTA	ARRB2	exp;pred
P05387	P32121	RPLP2	ARRB2	exp;pred
P07384	P32121	CAPN1	ARRB2	exp;pred
P13010	P32121	XRCC5	ARRB2	exp
O00629	P32121	KPNA4	ARRB2	exp
P31943	P32121	HNRNPH1	ARRB2	exp;pred
P11142	P32121	HSPA8	ARRB2	exp;pred
P27361	P32121	MAPK3	ARRB2	exp;pred
P07550	P32121	ADRB2	ARRB2	exp;pred
O00159	P32121	MYO1C	ARRB2	exp;pred
P11021	P32121	HSPA5	ARRB2	exp;pred
P26599	P32121	PTBP1	ARRB2	exp;pred
P25205	P32121	MCM3	ARRB2	exp
P19338	P32121	NCL	ARRB2	exp;pred
P22087	P32121	FBL	ARRB2	exp;pred
O95071	P32121	UBR5	ARRB2	exp
P17813	P32121	ENG	ARRB2	exp;pred
P30153	P32121	PPP2R1A	ARRB2	exp;pred
P31749	P32121	AKT1	ARRB2	exp;ortho;pred
P04350	P32121	TUBB4A	ARRB2	exp;pred
P23528	P32121	CFL1	ARRB2	exp;pred
O76061	P32121	STC2	ARRB2	exp
O60260	P32121	PRKN	ARRB2	exp
P05771	P32121	PRKCB	ARRB2	exp
O14744	P32121	PRMT5	ARRB2	exp;pred
P0CG47	P32121	UBB	ARRB2	exp
P06748	P32121	NPM1	ARRB2	exp;pred
P17066	P32121	HSPA6	ARRB2	exp;pred
P31751	P32121	AKT2	ARRB2	exp;pred
P06396	P32121	GSN	ARRB2	exp;pred
P28482	P32121	MAPK1	ARRB2	exp;pred
P17844	P32121	DDX5	ARRB2	exp;pred
O00541	P32121	PES1	ARRB2	exp
P27348	P32121	YWHAQ	ARRB2	exp;pred
P30556	P32121	AGTR1	ARRB2	exp;pred
P18124	P32121	RPL7	ARRB2	exp;pred
P30291	P32121	WEE1	ARRB2	exp;pred
P08670	P32121	VIM	ARRB2	exp;pred
P28335	P32121	HTR2C	ARRB2	exp
P07355	P32121	ANXA2	ARRB2	exp;pred
P13639	P32121	EEF2	ARRB2	exp
P25963	P32121	NFKBIA	ARRB2	exp;pred
P30050	P32121	RPL12	ARRB2	exp;pred
P23246	P32121	SFPQ	ARRB2	exp;pred
O43865	P32121	AHCYL1	ARRB2	exp
P25101	P32121	EDNRA	ARRB2	exp
P16403	P32121	HIST1H1C	ARRB2	exp;pred
P09497	P32121	CLTB	ARRB2	exp;pred
P0DP23	P32121	CALM1	ARRB2	exp
P21333	P32121	FLNA	ARRB2	exp;pred
P00533	P32121	EGFR	ARRB2	exp;pred
P10523	P32121	SAG	ARRB2	exp;pred
O14641	P32121	DVL2	ARRB2	exp;pred
O14974	P32121	PPP1R12A	ARRB2	exp;pred
P12931	P32121	SRC	ARRB2	exp;ortho;pred
O43318	P32121	MAP3K7	ARRB2	exp;pred
P08238	P32121	HSP90AB1	ARRB2	exp;pred
P22626	P32121	HNRNPA2B1	ARRB2	exp;pred
P05388	P32121	RPLP0	ARRB2	exp;pred
P32121	P32121	ARRB2	ARRB2	exp;ortho
O75251	P32121	NDUFS7	ARRB2	exp
P07910	P32121	HNRNPC	ARRB2	exp
O15111	P32121	CHUK	ARRB2	exp;pred
P18077	P32121	RPL35A	ARRB2	exp
P31946	P32121	YWHAB	ARRB2	exp;pred
P07237	P32121	P4HB	ARRB2	exp
P23396	P32121	RPS3	ARRB2	exp;pred
O00571	P32121	DDX3X	ARRB2	exp;pred
P22736	P32189	NR4A1	GK	exp
P08684	P32189	CYP3A4	GK	exp
P19793	P32189	RXRA	GK	exp
O94829	P32189	IPO13	GK	exp
P02746	P32189	C1QB	GK	exp
O43638	P32189	FOXS1	GK	exp
P05090	P32189	APOD	GK	exp
P31946	P32418	YWHAB	SLC8A1	exp
P27348	P32418	YWHAQ	SLC8A1	exp
P00966	P32456	ASS1	GBP2	exp
P04629	P32456	NTRK1	GBP2	exp
O60238	P32456	BNIP3L	GBP2	exp
P21673	P32456	SAT1	GBP2	exp
P08238	P32456	HSP90AB1	GBP2	exp
P20073	P32456	ANXA7	GBP2	exp
P24522	P32456	GADD45A	GBP2	exp
P11413	P32456	G6PD	GBP2	exp
P12955	P32456	PEPD	GBP2	exp
P07900	P32456	HSP90AA1	GBP2	exp
P26368	P32456	U2AF2	GBP2	exp
P07384	P32456	CAPN1	GBP2	exp
P0DMV8	P32745	HSPA1A	SSTR3	exp
O75970	P32745	MPDZ	SSTR3	exp;ortho
P12814	P32780	ACTN1	GTF2H1	exp
P03372	P32780	ESR1	GTF2H1	exp;pred
P19447	P32780	ERCC3	GTF2H1	exp;ortho;pred
P0CG48	P32780	UBC	GTF2H1	exp
P10275	P32780	AR	GTF2H1	exp;pred
P06400	P32780	RB1	GTF2H1	exp;pred
P15927	P32780	RPA2	GTF2H1	exp;pred
P23025	P32780	XPA	GTF2H1	exp;ortho;pred
P18074	P32780	ERCC2	GTF2H1	exp;ortho;pred
P28702	P32780	RXRB	GTF2H1	exp
P24928	P32780	POLR2A	GTF2H1	exp;pred
P27986	P32780	PIK3R1	GTF2H1	exp;pred
P32780	P32780	GTF2H1	GTF2H1	exp;ortho
O00505	P32780	KPNA3	GTF2H1	exp
P27694	P32780	RPA1	GTF2H1	exp;pred
P23193	P32780	TCEA1	GTF2H1	exp;pred
P19174	P32780	PLCG1	GTF2H1	exp
O00186	P32856	STXBP3	STX2	exp;pred
P06733	P32856	ENO1	STX2	exp
P21579	P32856	SYT1	STX2	exp;pred
O14795	P32856	UNC13B	STX2	exp
O00161	P32856	SNAP23	STX2	exp;pred
P14923	P32926	JUP	DSG3	exp;pred
P06239	P32927	LCK	CSF2RB	exp;pred
O60674	P32927	JAK2	CSF2RB	exp;pred
P19235	P32927	EPOR	CSF2RB	exp;pred
P29350	P32927	PTPN6	CSF2RB	exp;pred
P11274	P32927	BCR	CSF2RB	exp;pred
P05556	P32927	ITGB1	CSF2RB	exp;pred
P23458	P32927	JAK1	CSF2RB	exp;pred
P07332	P32927	FES	CSF2RB	exp;pred
P05771	P32927	PRKCB	CSF2RB	exp;pred
P10721	P32927	KIT	CSF2RB	exp;pred
P06241	P32927	FYN	CSF2RB	exp;pred
O14920	P32927	IKBKB	CSF2RB	exp;pred
O15524	P32927	SOCS1	CSF2RB	exp;pred
P07948	P32927	LYN	CSF2RB	exp;pred
P27986	P32927	PIK3R1	CSF2RB	exp;pred
P32927	P32927	CSF2RB	CSF2RB	exp
P29353	P32927	SHC1	CSF2RB	exp;pred
P31749	P32927	AKT1	CSF2RB	exp;pred
O95980	P32929	RECK	CTH	exp
P06454	P32929	PTMA	CTH	exp
P32929	P32929	CTH	CTH	exp;ortho;pred
P09622	P32929	DLD	CTH	exp
P17655	P32929	CAPN2	CTH	exp
O43765	P32929	SGTA	CTH	exp
P31939	P32929	ATIC	CTH	exp
P09104	P32929	ENO2	CTH	exp
P27635	P32969	RPL10	RPL9;RPL9P7;RPL9P8;RPL9P9	exp;pred
P27694	P32969	RPA1	RPL9;RPL9P7;RPL9P8;RPL9P9	exp
P23396	P32969	RPS3	RPL9;RPL9P7;RPL9P8;RPL9P9	exp;pred
P05388	P32969	RPLP0	RPL9;RPL9P7;RPL9P8;RPL9P9	exp;pred
P03372	P32969	ESR1	RPL9;RPL9P7;RPL9P8;RPL9P9	exp
P04629	P32969	NTRK1	RPL9;RPL9P7;RPL9P8;RPL9P9	exp
P06748	P32969	NPM1	RPL9;RPL9P7;RPL9P8;RPL9P9	exp;pred
O75530	P32969	EED	RPL9;RPL9P7;RPL9P8;RPL9P9	exp
P15927	P32969	RPA2	RPL9;RPL9P7;RPL9P8;RPL9P9	exp
P05141	P32969	SLC25A5	RPL9;RPL9P7;RPL9P8;RPL9P9	exp
P14927	P32969	UQCRB	RPL9;RPL9P7;RPL9P8;RPL9P9	exp
O15156	P32969	ZBTB7B	RPL9;RPL9P7;RPL9P8;RPL9P9	exp
P13612	P32969	ITGA4	RPL9;RPL9P7;RPL9P8;RPL9P9	exp
O95166	P32969	GABARAP	RPL9;RPL9P7;RPL9P8;RPL9P9	exp
P05387	P32969	RPLP2	RPL9;RPL9P7;RPL9P8;RPL9P9	exp;pred
P08708	P32969	RPS17	RPL9;RPL9P7;RPL9P8;RPL9P9	exp;pred
P19338	P32969	NCL	RPL9;RPL9P7;RPL9P8;RPL9P9	exp
P02751	P32969	FN1	RPL9;RPL9P7;RPL9P8;RPL9P9	exp
P11441	P32969	UBL4A	RPL9;RPL9P7;RPL9P8;RPL9P9	exp
P26373	P32969	RPL13	RPL9;RPL9P7;RPL9P8;RPL9P9	exp;pred
P19320	P32969	VCAM1	RPL9;RPL9P7;RPL9P8;RPL9P9	exp
P18124	P32969	RPL7	RPL9;RPL9P7;RPL9P8;RPL9P9	exp;pred
O95793	P32969	STAU1	RPL9;RPL9P7;RPL9P8;RPL9P9	exp
P30050	P32969	RPL12	RPL9;RPL9P7;RPL9P8;RPL9P9	exp;pred
O95433	P32969	AHSA1	RPL9;RPL9P7;RPL9P8;RPL9P9	exp
P18621	P32969	RPL17	RPL9;RPL9P7;RPL9P8;RPL9P9	exp;pred
P22087	P32969	FBL	RPL9;RPL9P7;RPL9P8;RPL9P9	exp;pred
P18077	P32969	RPL35A	RPL9;RPL9P7;RPL9P8;RPL9P9	exp;pred
O95758	P32969	PTBP3	RPL9;RPL9P7;RPL9P8;RPL9P9	exp
P15880	P32969	RPS2	RPL9;RPL9P7;RPL9P8;RPL9P9	exp;pred
P0CG48	P32969	UBC	RPL9;RPL9P7;RPL9P8;RPL9P9	exp
P05412	P32969	JUN	RPL9;RPL9P7;RPL9P8;RPL9P9	exp
P28482	P33076	MAPK1	CIITA	exp;pred
P29590	P33076	PML	CIITA	exp
O75182	P33076	SIN3B	CIITA	exp
P25208	P33076	NFYB	CIITA	exp;pred
P06493	P33076	CDK1	CIITA	exp
P17980	P33076	PSMC3	CIITA	exp
P17612	P33076	PRKACA	CIITA	exp
O14980	P33076	XPO1	CIITA	exp
P20226	P33076	TBP	CIITA	exp
P27361	P33076	MAPK3	CIITA	exp;pred
P04198	P33151	MYCN	CDH5	exp
P12931	P33151	SRC	CDH5	exp;pred
P00533	P33151	EGFR	CDH5	exp;pred
P29353	P33151	SHC1	CDH5	exp;pred
P08670	P33151	VIM	CDH5	exp
O00192	P33151	ARVCF	CDH5	exp
O95470	P33151	SGPL1	CDH5	exp
O14939	P33151	PLD2	CDH5	exp
P14923	P33151	JUP	CDH5	exp;ortho;pred
P23467	P33151	PTPRB	CDH5	exp;ortho;pred
P15924	P33151	DSP	CDH5	exp;pred
O75643	P33151	SNRNP200	CDH5	exp
P18850	P33151	ATF6	CDH5	exp
P25789	P33176	PSMA4	KIF5B	exp
P21796	P33176	VDAC1	KIF5B	exp
P31946	P33176	YWHAB	KIF5B	exp;ortho;pred
P28069	P33176	POU1F1	KIF5B	exp
P25054	P33176	APC	KIF5B	exp
O60341	P33176	KDM1A	KIF5B	exp
P20810	P33176	CAST	KIF5B	exp
O75376	P33176	NCOR1	KIF5B	exp
P28066	P33176	PSMA5	KIF5B	exp
P28072	P33176	PSMB6	KIF5B	exp
P12830	P33176	CDH1	KIF5B	exp
P05412	P33176	JUN	KIF5B	exp
P13569	P33176	CFTR	KIF5B	exp
P27348	P33176	YWHAQ	KIF5B	exp;pred
P31947	P33176	SFN	KIF5B	exp;pred
P22392	P33176	NME2	KIF5B	exp
P04629	P33176	NTRK1	KIF5B	exp
P28070	P33176	PSMB4	KIF5B	exp
O60610	P33176	DIAPH1	KIF5B	exp
O75815	P33176	BCAR3	KIF5B	exp
O00161	P33176	SNAP23	KIF5B	exp;pred
P25787	P33176	PSMA2	KIF5B	exp
P33176	P33176	KIF5B	KIF5B	exp;ortho
O95793	P33176	STAU1	KIF5B	exp
O15294	P33176	OGT	KIF5B	exp;ortho
P31323	P33176	PRKAR2B	KIF5B	exp
O14964	P33240	HGS	CSTF2	exp
P26641	P33240	EEF1G	CSTF2	exp
P05067	P33240	APP	CSTF2	exp
O14980	P33240	XPO1	CSTF2	exp
O75177	P33240	SS18L1	CSTF2	exp
P23588	P33240	EIF4B	CSTF2	exp
P24928	P33240	POLR2A	CSTF2	exp
P11940	P33240	PABPC1	CSTF2	exp;pred
O75147	P33240	OBSL1	CSTF2	exp
P13929	P33316	ENO3	DUT	exp
P03372	P33316	ESR1	DUT	exp
