UniProt1	UniProt2	symbol1	symbol2	evidence type
P29474	Q14576	NOS3	ELAVL3	exp
P29474	Q53EZ4	NOS3	CEP55	exp
P29474	P30411	NOS3	BDKRB2	exp;pred
P29474	P30419	NOS3	NMT1	exp
P30613	Q5W0Q7	PKLR	USPL1	exp
P30613	Q9NZC7	PKLR	WWOX	exp
P30613	Q9Y6I4	PKLR	USP3	exp
P30613	Q05639	PKLR	EEF1A2	exp
P30613	Q9H4B6	PKLR	SAV1	exp
P30613	Q13153	PKLR	PAK1	exp
P30613	Q5TFE4	PKLR	NT5DC1	exp
P30613	Q15052	PKLR	ARHGEF6	exp
P30613	Q96G74	PKLR	OTUD5	exp
P30613	Q99972	PKLR	MYOC	exp
P30613	Q02241	PKLR	KIF23	exp
P30613	P49023	PKLR	PXN	exp
P30613	Q6UXB4	PKLR	CLEC4G	exp;pred
P33121	Q9H8V3	ACSL1	ECT2	exp
P33121	Q02338	ACSL1	BDH1	exp
P33121	Q14258	ACSL1	TRIM25	exp
P33121	Q9C002	ACSL1	NMES1	exp
P34810	Q13144	CD68	EIF2B5	exp
P34810	Q12967	CD68	RALGDS	exp
P34810	Q9UGJ1	CD68	TUBGCP4	exp
P34810	P54136	CD68	RARS	exp
P34810	Q5HYI7	CD68	MTX3	exp
P34810	Q9Y2V7	CD68	COG6	exp
P34810	Q9Y6E2	CD68	BZW2	exp
P34810	Q96ER3	CD68	SAAL1	exp
P34810	Q15058	CD68	KIF14	exp
P35228	Q9Y3F4	NOS2	STRAP	exp
P35228	Q99832	NOS2	CCT7	exp
P35228	Q9UNM6	NOS2	PSMD13	exp
P35228	P61626	NOS2	LYZ	exp
P35228	Q07021	NOS2	C1QBP	exp
P35228	P63208	NOS2	SKP1	exp
P35228	P55209	NOS2	NAP1L1	exp
P35228	P62195	NOS2	PSMC5	exp
P35228	P48643	NOS2	CCT5	exp
P35228	P55072	NOS2	VCP	exp;ortho;pred
P35228	P50991	NOS2	CCT4	exp
P35228	P61981	NOS2	YWHAG	exp
P35228	P62269	NOS2	RPS18	exp
P35228	P50542	NOS2	PEX5	exp
P35228	Q93034	NOS2	CUL5	exp
P35228	P63104	NOS2	YWHAZ	exp
P35228	Q99436	NOS2	PSMB7	exp
P35228	Q9Y6N5	NOS2	SQOR	exp
P35228	Q15293	NOS2	RCN1	exp
P35228	P52597	NOS2	HNRNPF	exp
P35228	P47712	NOS2	PLA2G4A	exp
P35228	P46777	NOS2	RPL5	exp
P35228	Q15369	NOS2	ELOC	exp
P35228	Q96A44	NOS2	SPSB4	exp
P35228	Q08380	NOS2	LGALS3BP	exp
P35228	Q16637	NOS2	SMN1;SMN2	exp
P35228	Q12797	NOS2	ASPH	exp
P35228	Q9Y5K5	NOS2	UCHL5	exp
P35228	Q15751	NOS2	HERC1	exp
P35228	P62829	NOS2	RPL23	exp
P35228	P49327	NOS2	FASN	exp
P35228	Q9P035	NOS2	HACD3	exp
P35228	P54105	NOS2	CLNS1A	exp
P35228	Q14257	NOS2	RCN2	exp
P35228	Q15008	NOS2	PSMD6	exp
P35228	Q3ZCQ8	NOS2	TIMM50	exp
P35228	Q96EY1	NOS2	DNAJA3	exp
P35228	Q16186	NOS2	ADRM1	exp
P35228	P62318	NOS2	SNRPD3	exp
P35228	P63000	NOS2	RAC1	exp;ortho;pred
P35228	Q9NQ92	NOS2	COPRS	exp
P35228	Q15149	NOS2	PLEC	exp
P35228	Q15365	NOS2	PCBP1	exp
P35228	Q14533	NOS2	KRT81	exp
P35228	Q99615	NOS2	DNAJC7	exp
P35228	Q9UNE7	NOS2	STUB1	exp
P35228	P35998	NOS2	PSMC2	exp
P35228	P51571	NOS2	SSR4	exp
P35228	P62191	NOS2	PSMC1	exp
P35228	Q00325	NOS2	SLC25A3	exp
P35228	P67809	NOS2	YBX1	exp
P35228	Q9UKK3	NOS2	PARP4	exp
P35228	Q9NXS2	NOS2	QPCTL	exp
P35228	P78527	NOS2	PRKDC	exp
P35228	P60709	NOS2	ACTB	exp
P35228	Q9UPY3	NOS2	DICER1	exp
P35228	Q96BD6	NOS2	SPSB1	exp
P35228	P50402	NOS2	EMD	exp
P35228	Q15370	NOS2	ELOB	exp
P35228	Q2TB90	NOS2	HKDC1	exp
P35228	P50990	NOS2	CCT8	exp
P35228	Q04837	NOS2	SSBP1	exp
P35228	P61247	NOS2	RPS3A	exp
P35228	Q15366	NOS2	PCBP2	exp
P35228	Q92598	NOS2	HSPH1	exp
P35228	P48556	NOS2	PSMD8	exp
P35228	P55036	NOS2	PSMD4	exp
P35228	P62701	NOS2	RPS4X	exp
P35228	Q99619	NOS2	SPSB2	exp
P35228	Q13200	NOS2	PSMD2	exp
P35228	Q15185	NOS2	PTGES3	exp
P35228	P62333	NOS2	PSMC6	exp
P35228	Q9BUF5	NOS2	TUBB6	exp
P35228	P60900	NOS2	PSMA6	exp
P35228	P49368	NOS2	CCT3	exp
P35228	P51665	NOS2	PSMD7	exp
P35228	P40227	NOS2	CCT6A	exp
P35228	Q03135	NOS2	CAV1	exp
P35228	P38646	NOS2	HSPA9	exp
P35228	P35228	NOS2	NOS2	exp;ortho;pred
P35228	P78371	NOS2	CCT2	exp
P35228	Q7Z6Z7	NOS2	HUWE1	exp
P35228	P62899	NOS2	RPL31	exp
P35228	P43353	NOS2	ALDH3B1	exp
P35228	Q03169	NOS2	TNFAIP2	exp
P35228	Q01650	NOS2	SLC7A5	exp
P35228	P43686	NOS2	PSMC4	exp
P35228	P54652	NOS2	HSPA2	exp
P35228	P62987	NOS2	UBA52	exp
P35228	P62258	NOS2	YWHAE	exp
P35228	Q14974	NOS2	KPNB1	exp
P35228	Q9Y230	NOS2	RUVBL2	exp
P35228	Q14517	NOS2	FAT1	exp
P35348	Q9NZC3	ADRA1A	GDE1	exp
P35348	Q5T4S7	ADRA1A	UBR4	exp
P35348	Q8IYS2	ADRA1A	KIAA2013	exp
P35348	P35348	ADRA1A	ADRA1A	exp
P35348	Q16880	ADRA1A	UGT8	exp
P35348	Q16585	ADRA1A	SGCB	exp
P35348	Q96N66	ADRA1A	MBOAT7	exp
P35348	P60033	ADRA1A	CD81	exp
P35348	Q8NHX9	ADRA1A	TPCN2	exp
P35348	Q96SB3	ADRA1A	PPP1R9B	exp
P35348	P41220	ADRA1A	RGS2	exp
P35348	Q8IWK6	ADRA1A	ADGRA3	exp
P35348	Q9HCE9	ADRA1A	ANO8	exp
P35348	Q8WY98	ADRA1A	TMEM234	exp
P35348	P35368	ADRA1A	ADRA1B	exp;pred
P35348	Q9Y247	ADRA1A	FAM50B	exp
P35348	Q07699	ADRA1A	SCN1B	exp
P35348	Q12979	ADRA1A	ABR	exp
P35348	Q9HCP6	ADRA1A	HHATL	exp
P35348	Q96BZ9	ADRA1A	TBC1D20	exp
P35348	Q14315	ADRA1A	FLNC	exp
P35348	Q96CW9	ADRA1A	NTNG2	exp
P35348	Q96D05	ADRA1A	FAM241B	exp
P35348	Q53GT1	ADRA1A	KLHL22	exp
P35354	Q99460	PTGS2	PSMD1	exp
P35354	Q09472	PTGS2	EP300	exp
P35354	Q92905	PTGS2	COPS5	exp
P35354	Q9BQE4	PTGS2	SELENOS	exp
P35354	Q5S007	PTGS2	LRRK2	exp
P35354	P62877	PTGS2	RBX1	exp
P35354	Q9H0V9	PTGS2	LMAN2L	exp
P35354	Q13619	PTGS2	CUL4A	exp
P35354	Q13616	PTGS2	CUL1	exp
P35354	P63165	PTGS2	SUMO1	exp
P35354	Q9UBW8	PTGS2	COPS7A	exp
P35354	P55072	PTGS2	VCP	exp
P35354	Q96CS3	PTGS2	FAF2	exp
P35354	P62195	PTGS2	PSMC5	exp
P35354	Q9BUN8	PTGS2	DERL1	exp
P35354	Q02818	PTGS2	NUCB1	exp;ortho
P35354	Q16647	PTGS2	PTGIS	exp;pred
P35354	Q15717	PTGS2	ELAVL1	exp;ortho;pred
P35354	P35354	PTGS2	PTGS2	exp;ortho;pred
P35354	Q9UNS2	PTGS2	COPS3	exp
P35354	Q14103	PTGS2	HNRNPD	exp
P35354	Q92556	PTGS2	ELMO1	exp
P35354	Q9UPT9	PTGS2	USP22	exp
P35354	P47712	PTGS2	PLA2G4A	exp;pred
P35354	Q03135	PTGS2	CAV1	exp;pred
P35557	Q14397	GCK	GCKR	exp;ortho;pred
P35557	Q9P107	GCK	GMIP	exp
P35557	Q16851	GCK	UGP2	exp;pred
P35557	Q5MIZ7	GCK	PPP4R3B	exp
P35557	P35573	GCK	AGL	exp;pred
P35558	Q13200	PCK1	PSMD2	exp
P35558	Q15008	PCK1	PSMD6	exp
P35558	Q9UNF1	PCK1	MAGED2	exp
P35558	P50991	PCK1	CCT4	exp
P35558	Q6Y7W6	PCK1	GIGYF2	exp
P35558	P62195	PCK1	PSMC5	exp
P35558	P63096	PCK1	GNAI1	exp
P35558	Q13501	PCK1	SQSTM1	exp
P35558	P48643	PCK1	CCT5	exp
P35558	Q96L21	PCK1	RPL10L	exp
P35558	P36578	PCK1	RPL4	exp
P35558	Q9Y5M8	PCK1	SRPRB	exp
P35558	Q58FF8	PCK1	HSP90AB2P	exp
P35558	Q9NR30	PCK1	DDX21	exp
P35558	P62191	PCK1	PSMC1	exp
P35558	P46379	PCK1	BAG6	exp
P35558	Q9NQX3	PCK1	GPHN	exp
P35558	Q8TCJ0	PCK1	FBXO25	exp
P35558	P61247	PCK1	RPS3A	exp
P35558	P50914	PCK1	RPL14	exp
P35558	Q96CS3	PCK1	FAF2	exp
P35558	Q09472	PCK1	EP300	exp
P35558	Q07021	PCK1	C1QBP	exp
P35558	P49327	PCK1	FASN	exp
P35558	Q9Y5V3	PCK1	MAGED1	exp
P35558	Q99576	PCK1	TSC22D3	exp
P35558	P35613	PCK1	BSG	exp
P35558	Q9H1R3	PCK1	MYLK2	exp
P35558	P35998	PCK1	PSMC2	exp
P35558	P51784	PCK1	USP11	exp
P35558	P78371	PCK1	CCT2	exp
P35558	P62753	PCK1	RPS6	exp
P35558	Q9Y6K9	PCK1	IKBKG	exp
P35558	P60709	PCK1	ACTB	exp
P35558	Q8IXJ6	PCK1	SIRT2	exp
P35558	Q15369	PCK1	ELOC	exp
P35558	Q8NF37	PCK1	LPCAT1	exp
P35558	Q16822	PCK1	PCK2	exp;pred
P35558	P63208	PCK1	SKP1	exp
P35558	Q93034	PCK1	CUL5	exp
P35558	Q03113	PCK1	GNA12	exp
P35558	P50416	PCK1	CPT1A	exp
P35558	P62829	PCK1	RPL23	exp
P35558	Q99436	PCK1	PSMB7	exp
P35558	P43686	PCK1	PSMC4	exp
P35558	Q6NUN9	PCK1	ZNF746	exp
P35558	P62244	PCK1	RPS15A	exp
P35558	Q86Y39	PCK1	NDUFA11	exp
P35558	P37198	PCK1	NUP62	exp;pred
P35568	Q13191	IRS1	CBLB	exp
P35568	P46108	IRS1	CRK	exp;ortho;pred
P35568	P62993	IRS1	GRB2	exp;pred
P35568	Q8N3Y1	IRS1	FBXW8	exp
P35568	P63104	IRS1	YWHAZ	exp;pred
P35568	P49757	IRS1	NUMB	exp
P35568	P42336	IRS1	PIK3CA	exp;ortho;pred
P35568	P45984	IRS1	MAPK9	exp;ortho;pred
P35568	P52333	IRS1	JAK3	exp;ortho;pred
P35568	Q04759	IRS1	PRKCQ	exp;pred
P35568	Q08345	IRS1	DDR1	exp;pred
P35568	Q14449	IRS1	GRB14	exp;pred
P35568	Q9H0K1	IRS1	SIK2	exp;pred
P35568	P46934	IRS1	NEDD4	exp;pred
P35568	Q5S007	IRS1	LRRK2	exp
P35568	Q13882	IRS1	PTK6	exp;pred
P35568	P68400	IRS1	CSNK2A1	exp
P35568	Q06609	IRS1	RAD51	exp;pred
P35568	Q96FA3	IRS1	PELI1	exp
P35568	Q8N122	IRS1	RPTOR	exp
P35568	Q05655	IRS1	PRKCD	exp;pred
P35568	Q9H6Z9	IRS1	EGLN3	exp
P35568	Q9NRF2	IRS1	SH2B1	exp
P35568	Q14999	IRS1	CUL7	exp
P35568	Q05397	IRS1	PTK2	exp;pred
P35568	P62258	IRS1	YWHAE	exp;ortho;pred
P35568	P45983	IRS1	MAPK8	exp;ortho;pred
P35568	Q05513	IRS1	PRKCZ	exp;pred
P35568	Q07817	IRS1	BCL2L1	exp
P35568	P35568	IRS1	IRS1	exp
P35568	P84022	IRS1	SMAD3	exp
P35568	Q06124	IRS1	PTPN11	exp;ortho;pred
P35568	Q07666	IRS1	KHDRBS1	exp
P35568	Q13322	IRS1	GRB10	exp;pred
P35568	Q9Y4H2	IRS1	IRS2	exp;ortho;pred
P35568	P42345	IRS1	MTOR	exp;ortho;pred
P35568	Q96EB6	IRS1	SIRT1	exp;ortho
P35568	Q8TCJ0	IRS1	FBXO25	exp
P35568	P67870	IRS1	CSNK2B	exp
P35568	Q03135	IRS1	CAV1	exp;pred
P35568	Q04917	IRS1	YWHAH	exp
P35568	Q92729	IRS1	PTPRU	exp
P35568	Q99418	IRS1	CYTH2	exp
P35568	Q9UM73	IRS1	ALK	exp;pred
P35568	Q92569	IRS1	PIK3R3	exp;pred
P35568	P42338	IRS1	PIK3CB	exp;pred
P35568	Q93084	IRS1	ATP2A3	exp;pred
P35568	Q9Y2I1	IRS1	NISCH	exp
P35568	P61981	IRS1	YWHAG	exp;ortho;pred
P35568	Q92572	IRS1	AP3S1	exp
P35568	Q13464	IRS1	ROCK1	exp
P35568	P50607	IRS1	TUB	exp
P35568	Q92769	IRS1	HDAC2	exp;ortho
P36956	P63279	SREBF1	UBE2I	exp;pred
P36956	Q93074	SREBF1	MED12	exp;pred
P36956	Q9UHV7	SREBF1	MED13	exp;pred
P36956	Q13133	SREBF1	NR1H3	exp
P36956	P53350	SREBF1	PLK1	exp
P36956	Q14258	SREBF1	TRIM25	exp
P36956	Q02363	SREBF1	ID2	exp
P36956	Q86TJ2	SREBF1	TADA2B	exp
P36956	Q13887	SREBF1	KLF5	exp;pred
P36956	P55055	SREBF1	NR1H2	exp
P36956	Q09472	SREBF1	EP300	exp;pred
P36956	P54253	SREBF1	ATXN1	exp;pred
P36956	Q9NVC6	SREBF1	MED17	exp;pred
P36956	Q12770	SREBF1	SCAP	exp
P36956	Q969H0	SREBF1	FBXW7	exp
P36956	Q92793	SREBF1	CREBBP	exp;pred
P36956	Q15648	SREBF1	MED1	exp;pred
P36956	P51843	SREBF1	NR0B1	exp;pred
P36956	Q92830	SREBF1	KAT2A	exp
P36956	P49336	SREBF1	CDK8	exp;pred
P36956	Q9Y4A5	SREBF1	TRRAP	exp
P36956	P36956	SREBF1	SREBF1	exp;ortho
P36956	Q96RN5	SREBF1	MED15	exp;pred
P36956	Q6STE5	SREBF1	SMARCD3	exp
P36956	Q13503	SREBF1	MED21	exp;pred
P36956	Q12772	SREBF1	SREBF2	exp;pred
P36956	P49841	SREBF1	GSK3B	exp
P36956	Q92616	SREBF1	GCN1	exp
P36956	Q96EB6	SREBF1	SIRT1	exp;ortho
P36956	Q71SY5	SREBF1	MED25	exp;pred
P36956	Q9Y2Y9	SREBF1	KLF13	exp
P36956	Q9ULK4	SREBF1	MED23	exp;pred
P36956	Q8WVJ9	SREBF1	TWIST2	exp
P36956	Q92673	SREBF1	SORL1	exp;pred
P36956	P62987	SREBF1	UBA52	exp
P36956	Q13315	SREBF1	ATM	exp
P36956	Q92731	SREBF1	ESR2	exp;pred
P36956	P41235	SREBF1	HNF4A	exp;ortho;pred
P36956	P63165	SREBF1	SUMO1	exp;ortho
P36956	Q9Y5U4	SREBF1	INSIG2	exp
P36956	Q02535	SREBF1	ID3	exp;pred
P36956	Q9Y230	SREBF1	RUVBL2	exp
P36956	P49286	SREBF1	MTNR1B	exp
P37231	Q15910	PPARG	EZH2	exp
P37231	Q15596	PPARG	NCOA2	exp;ortho;pred
P37231	P61964	PPARG	WDR5	exp
P37231	Q92905	PPARG	COPS5	exp
P37231	P50454	PPARG	SERPINH1	exp
P37231	Q96S59	PPARG	RANBP9	exp
P37231	Q9H0E9	PPARG	BRD8	exp;pred
P37231	Q93009	PPARG	USP7	exp;ortho
P37231	P42224	PPARG	STAT1	exp;pred
P37231	P42858	PPARG	HTT	exp
P37231	Q92830	PPARG	KAT2A	exp
P37231	Q03135	PPARG	CAV1	exp;ortho
P37231	Q15788	PPARG	NCOA1	exp;pred
P37231	P45983	PPARG	MAPK8	exp
P37231	Q02750	PPARG	MAP2K1	exp
P37231	P51532	PPARG	SMARCA4	exp;pred
P37231	Q5VT06	PPARG	CEP350	exp
P37231	Q6STE5	PPARG	SMARCD3	exp;pred
P37231	Q13547	PPARG	HDAC1	exp;ortho;pred
P37231	P51843	PPARG	NR0B1	exp;pred
P37231	Q99623	PPARG	PHB2	exp
P37231	P49427	PPARG	CDC34	exp
P37231	Q92993	PPARG	KAT5	exp
P37231	Q8NBB4	PPARG	ZSCAN1	exp
P37231	Q5T3J3	PPARG	LRIF1	exp
P37231	Q9HC78	PPARG	ZBTB20	exp
P37231	Q9UBL3	PPARG	ASH2L	exp
P37231	Q9Y3R0	PPARG	GRIP1	exp
P37231	Q9Y618	PPARG	NCOR2	exp;ortho;pred
P37231	P42226	PPARG	STAT6	exp;pred
P37231	Q13131	PPARG	PRKAA1	exp
P37231	Q9Y4B4	PPARG	RAD54L2	exp
P37231	Q12778	PPARG	FOXO1	exp
P37231	Q96IT1	PPARG	ZNF496	exp
P37231	Q8WZ19	PPARG	KCTD13	exp
P37231	Q86VZ6	PPARG	JAZF1	exp
P37231	P39687	PPARG	ANP32A	exp
P37231	P61981	PPARG	YWHAG	exp
P37231	P54646	PPARG	PRKAA2	exp
P37231	Q13772	PPARG	NCOA4	exp;pred
P37231	Q00987	PPARG	MDM2	exp;pred
P37231	Q86YN6	PPARG	PPARGC1B	exp
P37231	Q96CP2	PPARG	FLYWCH2	exp
P37231	Q9BUJ2	PPARG	HNRNPUL1	exp
P37231	Q3V6T2	PPARG	CCDC88A	exp
P37231	P84022	PPARG	SMAD3	exp;pred
P37231	Q15653	PPARG	NFKBIB	exp
P37231	Q9HCK8	PPARG	CHD8	exp
P37231	Q14686	PPARG	NCOA6	exp;pred
P37231	Q00535	PPARG	CDK5	exp
P37231	Q9BYK8	PPARG	HELZ2	exp;pred
P37231	P48443	PPARG	RXRG	exp;pred
P37231	Q13526	PPARG	PIN1	exp
P37231	Q9Y613	PPARG	FHOD1	exp
P37231	Q9ULX9	PPARG	MAFF	exp
P37231	Q15649	PPARG	ZNHIT3	exp
P37231	P46934	PPARG	NEDD4	exp
P37231	Q15466	PPARG	NR0B2	exp;pred
P37231	P43354	PPARG	NR4A2	exp;pred
P37231	Q9Y5X4	PPARG	NR2E3	exp;pred
P37231	Q15796	PPARG	SMAD2	exp;pred
P37231	P48552	PPARG	NRIP1	exp;pred
P37231	Q9H3R0	PPARG	KDM4C	exp
P37231	Q8WZ75	PPARG	ROBO4	exp
P37231	Q9Y4A8	PPARG	NFE2L3	exp
P37231	Q13087	PPARG	PDIA2	exp
P37231	Q12756	PPARG	KIF1A	exp
P37231	P51608	PPARG	MECP2	exp;pred
P37231	Q9UBK2	PPARG	PPARGC1A	exp;ortho;pred
P37231	Q15652	PPARG	JMJD1C	exp
P37231	P48382	PPARG	RFX5	exp
P37231	Q96C00	PPARG	ZBTB9	exp
P37231	Q96L73	PPARG	NSD1	exp
P37231	Q9H6Z4	PPARG	RANBP3	exp
P37231	Q5QJE6	PPARG	DNTTIP2	exp
P37231	P56524	PPARG	HDAC4	exp;pred
P37231	Q13887	PPARG	KLF5	exp
P37231	P63279	PPARG	UBE2I	exp
P37231	Q9H5J0	PPARG	ZBTB3	exp
P37231	P51784	PPARG	USP11	exp
P37231	Q15650	PPARG	TRIP4	exp
P37231	Q96CV9	PPARG	OPTN	exp
P37231	Q92793	PPARG	CREBBP	exp;pred
P37231	Q9Y6Q9	PPARG	NCOA3	exp;pred
P37231	Q6ZW49	PPARG	PAXIP1	exp
P37231	Q04206	PPARG	RELA	exp;ortho;pred
P37231	P37231	PPARG	PPARG	exp;pred
P37231	Q99460	PPARG	PSMD1	exp
P37231	Q16236	PPARG	NFE2L2	exp;pred
P37231	P52732	PPARG	KIF11	exp
P37231	Q15648	PPARG	MED1	exp;pred
P37231	P61968	PPARG	LMO4	exp
P37231	Q9UNE7	PPARG	STUB1	exp
P37231	Q15942	PPARG	ZYX	exp
P37231	Q15291	PPARG	RBBP5	exp
P37231	Q09472	PPARG	EP300	exp;pred
P37231	P42229	PPARG	STAT5A	exp
P41134	Q9BUB5	ID1	MKNK1	exp
P41134	P67775	ID1	PPP2CA	exp
P41134	Q99081	ID1	TCF12	exp;ortho;pred
P41134	Q00013	ID1	MPP1	exp
P41134	Q9Y6K9	ID1	IKBKG	exp
P41134	Q12834	ID1	CDC20	exp;ortho;pred
P41134	Q9NS23	ID1	RASSF1	exp
P41134	Q86WJ1	ID1	CHD1L	exp
P41134	Q9BS26	ID1	ERP44	exp
P41134	Q9Y4E8	ID1	USP15	exp
P41134	Q16666	ID1	IFI16	exp
P41134	Q06455	ID1	RUNX1T1	exp;ortho;pred
P41134	Q9UPP1	ID1	PHF8	exp
P41134	Q99715	ID1	COL12A1	exp
P41134	P52952	ID1	NKX2-5	exp
P41134	Q99543	ID1	DNAJC2	exp;ortho
P41134	Q14469	ID1	HES1	exp
P41134	P83876	ID1	TXNL4A	exp
P41134	Q96HC4	ID1	PDLIM5	exp
P41134	Q03135	ID1	CAV1	exp;pred
P41134	Q16401	ID1	PSMD5	exp
P41134	P55036	ID1	PSMD4	exp;ortho;pred
P41134	Q15369	ID1	ELOC	exp
P41134	Q86W42	ID1	THOC6	exp
P41134	Q92785	ID1	DPF2	exp
P41134	Q9NUX5	ID1	POT1	exp
P41134	P61764	ID1	STXBP1	exp
P41134	P41223	ID1	BUD31	exp
P41134	Q9Y3X0	ID1	CCDC9	exp
P41134	P43694	ID1	GATA4	exp
P41134	Q9UBV7	ID1	B4GALT7	exp
P41134	Q9UKG1	ID1	APPL1	exp
P41134	Q9UM11	ID1	FZR1	exp
P41134	Q9UJW3	ID1	DNMT3L	exp
P41134	Q9HAU4	ID1	SMURF2	exp
P41134	P53618	ID1	COPB1	exp
P41134	Q5T200	ID1	ZC3H13	exp
P41159	P48357	LEP	LEPR	exp;ortho;pred
P41159	P55089	LEP	UCN	exp
P41159	P52790	LEP	HK3	exp;ortho
P41159	Q9UBU3	LEP	GHRL	exp;pred
P41159	P54646	LEP	PRKAA2	exp
P42574	Q04759	CASP3	PRKCQ	exp
P42574	P54132	CASP3	BLM	exp;pred
P42574	Q16322	CASP3	KCNA10	exp
P42574	P42574	CASP3	CASP3	exp;ortho;pred
P42574	Q16539	CASP3	MAPK14	exp;pred
P42574	Q9UN21	CASP3	Androgen receptor	exp
P42574	Q13177	CASP3	PAK2	exp;pred
P42574	Q99755	CASP3	PIP5K1A	exp
P42574	Q9UIC8	CASP3	LCMT1	exp
P42574	P80303	CASP3	NUCB2	exp;pred
P42574	Q06609	CASP3	RAD51	exp;pred
P42574	P50591	CASP3	TNFSF10	exp;pred
P42574	Q14005	CASP3	IL16	exp;ortho;pred
P42574	Q9UKB1	CASP3	FBXW11	exp
P42574	P49768	CASP3	PSEN1	exp;pred
P42574	Q53GL0	CASP3	PLEKHO1	exp
P42574	Q16512	CASP3	PKN1	exp;pred
P42574	P51572	CASP3	BCAP31	exp;pred
P42574	Q99558	CASP3	MAP3K14	exp;pred
P42574	Q14203	CASP3	DCTN1	exp;pred
P42574	Q9UJU6	CASP3	DBNL	exp
P42574	Q15185	CASP3	PTGES3	exp;pred
P42574	Q05513	CASP3	PRKCZ	exp;pred
P42574	P47712	CASP3	PLA2G4A	exp
P42574	P61981	CASP3	YWHAG	exp;pred
P42574	P63000	CASP3	RAC1	exp
P42574	Q9Y233	CASP3	PDE10A	exp
P42574	Q14684	CASP3	RRP1B	exp
P42574	P98170	CASP3	XIAP	exp;pred
P42574	Q7Z434	CASP3	MAVS	exp
P42574	Q9Y2W7	CASP3	KCNIP3	exp
P42574	P78527	CASP3	PRKDC	exp;pred
P42574	Q86W56	CASP3	PARG	exp
P42574	P46940	CASP3	IQGAP1	exp
P42574	Q9BQQ3	CASP3	GORASP1	exp;pred
P42574	Q96EK4	CASP3	THAP11	exp
P42574	P52565	CASP3	ARHGDIA	exp;ortho
P42574	P43146	CASP3	DCC	exp;pred
P42574	Q08209	CASP3	PPP3CA	exp
P42574	P49662	CASP3	CASP4	exp;pred
P42574	Q00987	CASP3	MDM2	exp;pred
P42574	P67775	CASP3	PPP2CA	exp;pred
P42574	Q15276	CASP3	RABEP1	exp
P42574	Q14790	CASP3	CASP8	exp;pred
P42574	Q9NP81	CASP3	SARS2	exp;pred
P42574	P49810	CASP3	PSEN2	exp;pred
P42574	Q13813	CASP3	SPTAN1	exp;ortho;pred
P42574	Q07812	CASP3	BAX	exp;pred
P42574	Q9BS26	CASP3	ERP44	exp
P42574	Q15717	CASP3	ELAVL1	exp;pred
P42574	P50452	CASP3	SERPINB8	exp
P42574	Q9H993	CASP3	ARMT1	exp
P42574	Q13043	CASP3	STK4	exp;pred
P42574	Q00839	CASP3	HNRNPU	exp
P42574	Q13188	CASP3	STK3	exp;pred
P42574	Q9NR09	CASP3	BIRC6	exp;pred
P42574	Q9UPT6	CASP3	MAPK8IP3	exp
P42574	Q13151	CASP3	HNRNPA0	exp
P42574	Q02078	CASP3	MEF2A	exp;pred
P42574	Q14116	CASP3	IL18	exp;pred
P42574	P45984	CASP3	MAPK9	exp
P42574	Q13114	CASP3	TRAF3	exp;pred
P42574	Q16513	CASP3	PKN2	exp
P42574	Q9UBF6	CASP3	RNF7	exp;pred
P42574	Q13263	CASP3	TRIM28	exp
P42574	P55211	CASP3	CASP9	exp;pred
P42574	Q9BX40	CASP3	LSM14B	exp
P42574	P51813	CASP3	BMX	exp
P42574	P78382	CASP3	SLC35A1	exp
P42574	Q676U5	CASP3	ATG16L1	exp
P42574	P42575	CASP3	CASP2	exp;pred
P42574	P45983	CASP3	MAPK8	exp;pred
P42574	P61289	CASP3	PSME3	exp;ortho;pred
P42574	P56945	CASP3	BCAR1	exp
P42574	Q9Y6E0	CASP3	STK24	exp
P42574	Q13148	CASP3	TARDBP	exp
P42574	Q14676	CASP3	MDC1	exp
P42574	Q15046	CASP3	KARS	exp
P42574	Q9UKV3	CASP3	ACIN1	exp;pred
P42574	Q7L5N1	CASP3	COPS6	exp
P42574	P54252	CASP3	ATXN3	exp
P42574	P55212	CASP3	CASP6	exp;pred
P42574	Q08378	CASP3	GOLGA3	exp;pred
P42574	Q13077	CASP3	TRAF1	exp;pred
P42574	P46934	CASP3	NEDD4	exp;pred
P42574	P62837	CASP3	UBE2D2	exp;pred
P42574	Q13489	CASP3	BIRC3	exp;ortho;pred
P42574	P52566	CASP3	ARHGDIB	exp;pred
P42574	P55957	CASP3	BID	exp;ortho;pred
P42574	Q14247	CASP3	CTTN	exp;pred
P42574	Q92859	CASP3	NEO1	exp
P42574	Q16236	CASP3	NFE2L2	exp
P42574	Q13464	CASP3	ROCK1	exp;ortho
P42574	Q13492	CASP3	PICALM	exp
P42574	Q9Y243	CASP3	AKT3	exp;pred
P42574	Q9BYP7	CASP3	WNK3	exp;pred
P42574	P62877	CASP3	RBX1	exp
P42574	Q13490	CASP3	BIRC2	exp;pred
P42574	P51124	CASP3	GZMM	exp;pred
P42574	P54259	CASP3	ATN1	exp
P42574	P49023	CASP3	PXN	exp
P42574	Q92918	CASP3	MAP4K1	exp
P42574	Q05516	CASP3	ZBTB16	exp
P42574	Q92851	CASP3	CASP10	exp;pred
P42574	Q96RD7	CASP3	PANX1	exp
P42574	Q96CA5	CASP3	BIRC7	exp;pred
P42574	Q07820	CASP3	MCL1	exp;pred
P42574	Q9UBP5	CASP3	HEY2	exp
