UniProt1	UniProt2	symbol1	symbol2	evidence type
P04637	Q99933	TP53	BAG1	exp;pred
P04637	Q9Y4A5	TP53	TRRAP	exp;pred
P04637	Q7Z6Z7	TP53	HUWE1	exp;ortho;pred
P04637	Q14061	TP53	COX17	exp
P04637	P17980	TP53	PSMC3	exp
P04637	Q02548	TP53	PAX5	exp
P04637	Q8NDX5	TP53	PHC3	exp
P04637	Q53T94	TP53	TAF1B	exp;pred
P04637	Q96DF8	TP53	ESS2	exp
P04637	Q9BTZ2	TP53	DHRS4	exp
P04637	P19447	TP53	ERCC3	exp;pred
P04637	Q9UNA4	TP53	POLI	exp
P04637	Q05086	TP53	UBE3A	exp;pred
P04637	P11473	TP53	VDR	exp;pred
P04637	Q9UFV9	TP53	DKFZp434J046	exp
P04637	P20073	TP53	ANXA7	exp
P04637	Q9NVN8	TP53	GNL3L	exp
P04637	Q15303	TP53	ERBB4	exp
P04637	Q96BD6	TP53	SPSB1	exp
P04637	Q9UKY1	TP53	ZHX1	exp;pred
P04637	P24844	TP53	MYL9	exp
P04637	Q9UBL3	TP53	ASH2L	exp
P04637	Q13029	TP53	PRDM2	exp
P04637	Q9Y294	TP53	ASF1A	exp
P04637	P22087	TP53	FBL	exp;pred
P04637	Q9NRR4	TP53	DROSHA	exp
P04637	Q8NDX9	TP53	LY6G5B	exp
P04637	P26358	TP53	DNMT1	exp;pred
P04637	Q7L5Y9	TP53	MAEA	exp
P04637	Q86XX4	TP53	FRAS1	exp
P04637	P20023	TP53	CR2	exp
P04637	Q6B0I6	TP53	KDM4D	exp
P04637	Q7Z392	TP53	TRAPPC11	exp
P04637	Q00005	TP53	PPP2R2B	exp;pred
P04637	Q14686	TP53	NCOA6	exp;pred
P04637	Q6ZW49	TP53	PAXIP1	exp
P04637	Q9UNH5	TP53	CDC14A	exp;pred
P04637	Q96SB4	TP53	SRPK1	exp;pred
P04637	P06396	TP53	GSN	exp
P04637	P54132	TP53	BLM	exp;pred
P04637	Q13216	TP53	ERCC8	exp;pred
P04637	P04731	TP53	MT1A	exp;pred
P04637	P27348	TP53	YWHAQ	exp;pred
P04637	P63162	TP53	SNRPN	exp
P04637	P40925	TP53	MDH1	exp
P04637	P38936	TP53	CDKN1A	exp;ortho;pred
P04637	Q9HCE7	TP53	SMURF1	exp;pred
P04637	Q96L21	TP53	RPL10L	exp
P04637	P42858	TP53	HTT	exp;pred
P04637	Q14764	TP53	MVP	exp;pred
P04637	Q01664	TP53	TFAP4	exp
P04637	Q9UKN8	TP53	GTF3C4	exp
P04637	Q00978	TP53	IRF9	exp;pred
P04637	Q9Y2W1	TP53	THRAP3	exp;pred
P04637	P82663	TP53	MRPS25	exp
P04637	P49792	TP53	RANBP2	exp;pred
P04637	P18754	TP53	RCC1	exp;pred
P04637	Q15013	TP53	MAD2L1BP	exp;pred
P04637	Q969K3	TP53	RNF34	exp
P04637	Q9BVP2	TP53	GNL3	exp;pred
P04637	Q96DV4	TP53	MRPL38	exp
P04637	Q8WZ73	TP53	RFFL	exp
P04637	P54252	TP53	ATXN3	exp
P04637	P46777	TP53	RPL5	exp;pred
P04637	Q15170	TP53	TCEAL1	exp
P04637	Q99547	TP53	MPHOSPH6	exp
P04637	P55774	TP53	CCL18	exp
P04637	Q9UN86	TP53	G3BP2	exp
P04637	Q5T9A4	TP53	ATAD3B	exp
P04637	Q7KZI7	TP53	MARK2	exp
P04637	P25490	TP53	YY1	exp;pred
P04637	Q9NS56	TP53	TOPORS	exp;ortho;pred
P04637	Q8N3Y1	TP53	FBXW8	exp
P04637	Q99627	TP53	COPS8	exp
P04637	Q9Y5I0	TP53	PCDHA13	exp
P04637	Q8TBK6	TP53	ZCCHC10	exp
P04637	Q9NZN9	TP53	AIPL1	exp
P04637	Q9BRJ7	TP53	NUDT16L1	exp
P04637	Q9NZC9	TP53	SMARCAL1	exp
P04637	P62753	TP53	RPS6	exp
P04637	P08238	TP53	HSP90AB1	exp;pred
P04637	Q9BYJ9	TP53	YTHDF1	exp
P04637	Q7Z7E8	TP53	UBE2Q1	exp
P04637	P21675	TP53	TAF1	exp;pred
P04637	P30307	TP53	CDC25C	exp;pred
P04637	Q9Y3D9	TP53	MRPS23	exp
P04637	Q8IZT6	TP53	ASPM	exp;pred
P04637	Q96KQ4	TP53	PPP1R13B	exp;pred
P04637	P22061	TP53	PCMT1	exp
P04637	Q07020	TP53	RPL18	exp
P04637	P62993	TP53	GRB2	exp;pred
P04637	Q01844	TP53	EWSR1	exp;pred
P04637	Q9Y399	TP53	MRPS2	exp
P04637	Q05655	TP53	PRKCD	exp;pred
P04637	Q9BQ15	TP53	NABP2	exp;pred
P04637	P61981	TP53	YWHAG	exp;pred
P04637	Q14999	TP53	CUL7	exp;pred
P04637	Q13950	TP53	RUNX2	exp;pred
P04637	Q86TM6	TP53	SYVN1	exp;pred
P04637	Q15003	TP53	NCAPH	exp
P04637	Q9BX70	TP53	BTBD2	exp;pred
P04637	P34932	TP53	HSPA4	exp;pred
P04637	Q12948	TP53	FOXC1	exp
P04637	P62081	TP53	RPS7	exp;pred
P04637	Q6NZ67	TP53	MZT2B	exp
P04637	Q99966	TP53	CITED1	exp;pred
P04637	P24522	TP53	GADD45A	exp;pred
P04637	P17987	TP53	TCP1	exp
P04637	Q02108	TP53	GUCY1A1	exp
P04637	Q13564	TP53	NAE1	exp;pred
P04637	Q99728	TP53	BARD1	exp;ortho;pred
P04637	P15559	TP53	NQO1	exp;pred
P04637	Q5T447	TP53	HECTD3	exp
P04637	Q9HCM9	TP53	TRIM39	exp
P04637	Q8N114	TP53	SHISA5	exp;pred
P04637	Q99873	TP53	PRMT1	exp;pred
P04637	Q9UNX3	TP53	RPL26L1	exp
P04637	Q9UHB6	TP53	LIMA1	exp;pred
P04637	P06493	TP53	CDK1	exp;pred
P04637	Q14676	TP53	MDC1	exp;pred
P04637	P29965	TP53	CD40LG	exp;pred
P04637	Q01484	TP53	ANK2	exp
P04637	P62913	TP53	RPL11	exp;pred
P04637	Q7L5N1	TP53	COPS6	exp;pred
P04637	Q13155	TP53	AIMP2	exp;pred
P04637	Q15486	TP53	GUSBP1	exp
P04637	P35226	TP53	BMI1	exp
P04637	Q8NBJ5	TP53	COLGALT1	exp
P04637	P50990	TP53	CCT8	exp
P04637	Q96PZ2	TP53	FAM111A	exp
P04637	P51149	TP53	RAB7A	exp
P04637	Q587J7	TP53	TDRD12	exp
P04637	Q8TAT5	TP53	NEIL3	exp
P04637	Q96M61	TP53	MAGEB18	exp;pred
P04637	Q03013	TP53	GSTM4	exp
P04637	Q8N5Z5	TP53	KCTD17	exp
P04637	P63098	TP53	PPP3R1	exp;pred
P04637	P16070	TP53	CD44	exp;pred
P04637	Q9Y4K3	TP53	TRAF6	exp;pred
P04637	Q02952	TP53	AKAP12	exp
P04637	Q13227	TP53	GPS2	exp
P04637	P67936	TP53	TPM4	exp
P04637	Q9Y468	TP53	L3MBTL1	exp
P04637	P12931	TP53	SRC	exp;pred
P04637	P43356	TP53	MAGEA2;MAGEA2B	exp
P04637	Q7LG56	TP53	RRM2B	exp;pred
P04637	P19338	TP53	NCL	exp;pred
P04637	P15880	TP53	RPS2	exp
P04637	P42704	TP53	LRPPRC	exp
P04637	Q9H4L4	TP53	SENP3	exp
P04637	Q8N4C6	TP53	NIN	exp
P04637	Q5S007	TP53	LRRK2	exp
P04637	Q9H0F5	TP53	RNF38	exp
P04637	Q13309	TP53	SKP2	exp;pred
P04637	Q9NQC7	TP53	CYLD	exp;pred
P04637	P17676	TP53	CEBPB	exp;pred
P04637	P78406	TP53	RAE1	exp
P04637	P04637	TP53	TP53	exp;ortho
P04637	P27695	TP53	APEX1	exp;pred
P04637	P08069	TP53	IGF1R	exp;pred
P04637	P0DMV9	TP53	HSPA1B	exp
P04637	Q92994	TP53	BRF1	exp;pred
P04637	P61626	TP53	LYZ	exp
P04637	P62854	TP53	RPS26	exp;ortho
P04637	Q02543	TP53	RPL18A	exp
P04637	Q16630	TP53	CPSF6	exp
P04637	Q96A35	TP53	MRPL24	exp
P04637	Q8WWV6	TP53	FCAMR	exp
P04637	P60484	TP53	PTEN	exp;ortho;pred
P04637	Q6GPH4	TP53	XAF1	exp
P04637	Q9Y618	TP53	NCOR2	exp;pred
P04637	Q9NR09	TP53	BIRC6	exp
P04637	P45983	TP53	MAPK8	exp;ortho;pred
P04637	Q05516	TP53	ZBTB16	exp;pred
P04637	Q7L7W2	TP53	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit	exp
P04637	Q6EMB2	TP53	TTLL5	exp
P04637	Q9Y2I6	TP53	NINL	exp
P04637	Q14790	TP53	CASP8	exp;pred
P04637	Q9C0J8	TP53	WDR33	exp
P04637	P61353	TP53	RPL27	exp
P04637	Q13573	TP53	SNW1	exp;pred
P04637	Q13077	TP53	TRAF1	exp;pred
P04637	P45984	TP53	MAPK9	exp;pred
P04637	Q15573	TP53	TAF1A	exp;pred
P04637	Q53FC7	TP53	Heat shock 70kDa protein 6 (HSP70B') variant	exp
P04637	Q9BTV7	TP53	CABLES2	exp;pred
P04637	Q9NTK5	TP53	OLA1	exp
P04637	Q93009	TP53	USP7	exp;pred
P04637	Q6PCD5	TP53	RFWD3	exp;pred
P04637	Q14498	TP53	RBM39	exp
P04637	Q9H334	TP53	FOXP1	exp
P04637	Q96A56	TP53	TP53INP1	exp;ortho;pred
P04637	Q02447	TP53	SP3	exp;pred
P04637	P42677	TP53	RPS27	exp
P04637	Q16665	TP53	HIF1A	exp;pred
P04637	Q9UHR4	TP53	BAIAP2L1	exp
P04637	Q99973	TP53	TEP1	exp;pred
P04637	P15735	TP53	PHKG2	exp
P04637	P48730	TP53	CSNK1D	exp;pred
P04637	P25685	TP53	DNAJB1	exp
P04637	Q9UPW0	TP53	FOXJ3	exp
P04637	P49674	TP53	CSNK1E	exp;pred
P04637	P62258	TP53	YWHAE	exp;pred
P04637	P46783	TP53	RPS10	exp
P04637	P11387	TP53	TOP1	exp;pred
P04637	P10276	TP53	RARA	exp;pred
P04637	Q8N9B5	TP53	JMY	exp;pred
P04637	Q9BQA5	TP53	HINFP	exp
P04637	Q9Y2D8	TP53	SSX2IP	exp
P04637	Q9UNE7	TP53	STUB1	exp;pred
P04637	P62750	TP53	RPL23A	exp
P04637	P61254	TP53	RPL26	exp;pred
P04637	Q9BVK6	TP53	TMED9	exp
P04637	P0CG47	TP53	UBB	exp
P04637	Q9UHH9	TP53	IP6K2	exp
P04637	Q9H329	TP53	EPB41L4B	exp
P04637	Q9BZE4	TP53	GTPBP4	exp
P04637	Q00987	TP53	MDM2	exp;ortho;pred
P04637	P52292	TP53	KPNA2	exp;pred
P04637	Q9UL15	TP53	BAG5	exp
P04637	Q92905	TP53	COPS5	exp;pred
P04637	P30050	TP53	RPL12	exp;pred
P04637	Q8NC51	TP53	SERBP1	exp;pred
P04637	Q9Y520	TP53	PRRC2C	exp
P04637	P13497	TP53	BMP1	exp
P04637	Q8NA92	TP53	THAP8	exp
P04637	Q9UPR3	TP53	SMG5	exp
P04637	Q15024	TP53	EXOSC7	exp
P04637	Q96T88	TP53	UHRF1	exp;pred
P04637	P22626	TP53	HNRNPA2B1	exp;pred
P04637	P23297	TP53	S100A1	exp;pred
P04637	Q9BUJ2	TP53	HNRNPUL1	exp;pred
P04637	Q9UII4	TP53	HERC5	exp
P04637	Q9Y5Q9	TP53	GTF3C3	exp
P04637	Q5VV17	TP53	OTUD1	exp
P04637	Q15714	TP53	TSC22D1	exp
P04637	P0DPD6	TP53	ECE2	exp
P04637	P35249	TP53	RFC4	exp;pred
P04637	P43246	TP53	MSH2	exp;pred
P04637	Q9UJ04	TP53	TSPYL4	exp
P04637	Q13972	TP53	RASGRF1	exp;pred
P04637	Q06587	TP53	RING1	exp;pred
P04637	Q9H4B4	TP53	PLK3	exp;pred
P04637	Q8N2W9	TP53	PIAS4	exp;ortho;pred
P04637	Q96M02	TP53	C10orf90	exp
P04637	P49841	TP53	GSK3B	exp;ortho;pred
P04637	Q9UBE0	TP53	SAE1	exp;pred
P04637	P41218	TP53	MNDA	exp;pred
P04798	Q15813	CYP1A1	TBCE	exp
P04798	P46940	CYP1A1	IQGAP1	exp
P04798	P22033	CYP1A1	MUT	exp
P04798	Q9Y3A5	CYP1A1	SBDS	exp
P04798	Q96SU4	CYP1A1	OSBPL9	exp
P04798	Q96FW1	CYP1A1	OTUB1	exp
P04798	Q9Y2Q3	CYP1A1	GSTK1	exp;pred
P04798	Q15459	CYP1A1	SF3A1	exp
P04798	P37235	CYP1A1	HPCAL1	exp
P04798	Q8NFH5	CYP1A1	NUP35	exp
P04798	P62495	CYP1A1	ETF1	exp
P04798	Q8TEA8	CYP1A1	DTD1	exp
P04798	Q9UEY8	CYP1A1	ADD3	exp
P04798	Q9UNW1	CYP1A1	MINPP1	exp
P04798	P78347	CYP1A1	GTF2I	exp
P04798	Q92530	CYP1A1	PSMF1	exp
P04798	Q96A49	CYP1A1	SYAP1	exp
P04798	Q96DZ9	CYP1A1	CMTM5	exp
P04798	P11216	CYP1A1	PYGB	exp
P04798	Q9UM19	CYP1A1	HPCAL4	exp
P04798	P78344	CYP1A1	EIF4G2	exp
P04798	Q99986	CYP1A1	VRK1	exp
P04798	Q9NTZ6	CYP1A1	RBM12	exp
P04798	Q06323	CYP1A1	PSME1	exp
P04798	Q12972	CYP1A1	PPP1R8	exp
P04798	Q92979	CYP1A1	EMG1	exp
P04798	P14618	CYP1A1	PKM	exp
P04798	Q12996	CYP1A1	CSTF3	exp
P04798	Q14008	CYP1A1	CKAP5	exp
P04798	P20042	CYP1A1	EIF2S2	exp
P04798	Q562R1	CYP1A1	ACTBL2	exp
P04798	Q96F45	CYP1A1	ZNF503	exp
P04798	P29144	CYP1A1	TPP2	exp
P04798	Q96PU8	CYP1A1	QKI	exp
P04798	Q15738	CYP1A1	NSDHL	exp
P04798	Q05048	CYP1A1	CSTF1	exp
P04798	P55196	CYP1A1	AFDN	exp
P04798	Q8WYA6	CYP1A1	CTNNBL1	exp
P04798	Q9BXJ9	CYP1A1	NAA15	exp
P04798	Q9GZZ1	CYP1A1	NAA50	exp
P04798	Q8IY67	CYP1A1	RAVER1	exp
P04798	P49736	CYP1A1	MCM2	exp
P04798	Q96P16	CYP1A1	RPRD1A	exp
P04798	Q13526	CYP1A1	PIN1	exp
P04798	Q02818	CYP1A1	NUCB1	exp
P04798	P19525	CYP1A1	EIF2AK2	exp
P04798	P43897	CYP1A1	TSFM	exp
P04798	Q9BY44	CYP1A1	EIF2A	exp
P04798	Q9Y2L1	CYP1A1	DIS3	exp
P04798	P33240	CYP1A1	CSTF2	exp
P04798	Q9ULC4	CYP1A1	MCTS1	exp
P04798	Q13492	CYP1A1	PICALM	exp
P04798	Q00341	CYP1A1	HDLBP	exp
P04798	P23193	CYP1A1	TCEA1	exp
P04798	Q9Y490	CYP1A1	TLN1	exp
P04798	P49748	CYP1A1	ACADVL	exp
P04798	P40222	CYP1A1	TXLNA	exp
P04798	Q16513	CYP1A1	PKN2	exp
P04798	Q9Y376	CYP1A1	CAB39	exp
P04798	Q06124	CYP1A1	PTPN11	exp
P04798	P46063	CYP1A1	RECQL	exp
P04839	Q15080	CYBB	NCF4	exp;pred
P04839	Q13153	CYBB	PAK1	exp
P04839	Q92622	CYBB	RUBCN	exp;ortho
P04839	P46940	CYBB	IQGAP1	exp
P04839	P47712	CYBB	PLA2G4A	exp
P04839	P63000	CYBB	RAC1	exp;ortho;pred
P04839	Q15722	CYBB	LTB4R	exp
P04839	P15153	CYBB	RAC2	exp;pred
P04839	P13498	CYBB	CYBA	exp;ortho;pred
P04839	P19438	CYBB	TNFRSF1A	exp
P04839	P63261	CYBB	ACTG1	exp;pred
P04839	P60709	CYBB	ACTB	exp
P04839	P19878	CYBB	NCF2	exp;ortho;pred
P05019	P35858	IGF1	IGFALS	exp;pred
P05019	P24592	IGF1	IGFBP6	exp;pred
P05019	P06213	IGF1	INSR	exp
P05019	P08069	IGF1	IGF1R	exp;pred
P05019	P48745	IGF1	NOV	exp;pred
P05019	P08833	IGF1	IGFBP1	exp;pred
P05019	Q8N6C5	IGF1	IGSF1	exp;pred
P05019	P07858	IGF1	CTSB	exp
P05019	Q01094	IGF1	E2F1	exp
P05019	P18065	IGF1	IGFBP2	exp;pred
P05019	P22692	IGF1	IGFBP4	exp;pred
P05019	P17936	IGF1	IGFBP3	exp;pred
P05019	P24593	IGF1	IGFBP5	exp;pred
P05019	Q16270	IGF1	IGFBP7	exp;pred
P05019	Q06945	IGF1	SOX4	exp;pred
P05019	P14735	IGF1	IDE	exp
P05121	P08254	SERPINE1	MMP3	exp
P05121	P25788	SERPINE1	PSMA3	exp
P05121	Q9NRR5	SERPINE1	UBQLN4	exp
P05121	P05783	SERPINE1	KRT18	exp
P05121	P05121	SERPINE1	SERPINE1	exp
P05121	P20151	SERPINE1	KLK2	exp
P05121	Q9UMX0	SERPINE1	UBQLN1	exp
P05121	Q07954	SERPINE1	LRP1	exp;pred
P05121	P08246	SERPINE1	ELANE	exp;pred
P05121	Q9NZR2	SERPINE1	LRP1B	exp
P05121	P20618	SERPINE1	PSMB1	exp
P05121	P35228	SERPINE1	NOS2	exp
P05121	Q96EQ0	SERPINE1	SGTB	exp
P05121	P24593	SERPINE1	IGFBP5	exp;pred
P05121	P98164	SERPINE1	LRP2	exp;pred
P05164	P05164	MPO	MPO	exp
P05164	P35247	MPO	SFTPD	exp
P05164	Q659A1	MPO	ICE2	exp
P05164	Q8J025	MPO	APCDD1	exp
P05164	Q6P1J6	MPO	PLB1	exp
P05164	Q8N878	MPO	FRMD1	exp
P05164	Q8IWL2	MPO	SFTPA1	exp
P05231	P05231	IL6	IL6	exp
P05231	Q13514	IL6	gp130	exp
P05231	P40189	IL6	IL6ST	exp;ortho;pred
P05231	P12272	IL6	PTHLH	exp;pred
P05231	Q9BYH8	IL6	NFKBIZ	exp;pred
P05231	P13725	IL6	OSM	exp;pred
P05231	Q99962	IL6	SH3GL2	exp
P05231	Q8IXL6	IL6	FAM20C	exp
P05231	P35367	IL6	HRH1	exp
P05231	Q05516	IL6	ZBTB16	exp
P05231	P08887	IL6	IL6R	exp;pred
P05305	Q7L5N1	EDN1	COPS6	exp
P05305	Q9NRR5	EDN1	UBQLN4	exp
P05305	P23946	EDN1	CMA1	exp
P05305	P46379	EDN1	BAG6	exp
P05305	P35318	EDN1	ADM	exp;pred
P05305	P23276	EDN1	KEL	exp
P05305	P08473	EDN1	MME	exp
P05305	P25101	EDN1	EDNRA	exp;pred
P05305	P24530	EDN1	EDNRB	exp;pred
P05305	P05305	EDN1	EDN1	exp
P05305	P42892	EDN1	ECE1	exp;pred
P05362	P60709	ICAM1	ACTB	exp
P05362	Q16695	ICAM1	HIST3H3	exp
P05362	Q9HAV5	ICAM1	EDA2R	exp;pred
P05362	P49368	ICAM1	CCT3	exp
P05362	Q01105	ICAM1	SET	exp
P05362	P19338	ICAM1	NCL	exp
P05362	P09651	ICAM1	HNRNPA1	exp
P05362	P11940	ICAM1	PABPC1	exp
P05362	P60228	ICAM1	EIF3E	exp
P05362	P26373	ICAM1	RPL13	exp
P05362	P37108	ICAM1	SRP14	exp
P05362	P84098	ICAM1	RPL19	exp
P05362	Q9BUF5	ICAM1	TUBB6	exp
P05362	P15514	ICAM1	AREG	exp
P05362	P62424	ICAM1	RPL7A	exp
P05362	P50991	ICAM1	CCT4	exp
P05362	P62263	ICAM1	RPS14	exp
P05362	Q92841	ICAM1	DDX17	exp
P05362	Q92688	ICAM1	ANP32B	exp
P05362	P16402	ICAM1	HIST1H1D	exp
P05362	Q71DI3	ICAM1	HIST2H3A;HIST2H3C;HIST2H3D	exp
P05362	P62857	ICAM1	RPS28	exp
P05362	P06748	ICAM1	NPM1	exp
P05362	Q99613	ICAM1	EIF3C	exp
P05362	P23396	ICAM1	RPS3	exp;pred
P05362	P62318	ICAM1	SNRPD3	exp
P05362	Q9BRT8	ICAM1	CBWD1	exp
P05362	P10412	ICAM1	HIST1H1E	exp
P05362	Q99880	ICAM1	HIST1H2BL	exp
P05362	P31943	ICAM1	HNRNPH1	exp
P05362	Q13177	ICAM1	PAK2	exp
P05362	P05387	ICAM1	RPLP2	exp
P05362	Q12792	ICAM1	TWF1	exp
P05362	Q5JNZ5	ICAM1	RPS26P11	exp
P05362	P16403	ICAM1	HIST1H1C	exp
P05362	P62277	ICAM1	RPS13	exp
P05362	Q9H2F3	ICAM1	HSD3B7	exp
P05362	P46781	ICAM1	RPS9	exp
P05362	P35268	ICAM1	RPL22	exp
P05362	P62249	ICAM1	RPS16	exp
P05362	P62753	ICAM1	RPS6	exp
P05362	P68400	ICAM1	CSNK2A1	exp
P05362	P39019	ICAM1	RPS19	exp
P05362	Q9UBQ5	ICAM1	EIF3K	exp
P05362	Q92572	ICAM1	AP3S1	exp
P05362	P62851	ICAM1	RPS25	exp
P05362	P62241	ICAM1	RPS8	exp
P05362	Q96HY7	ICAM1	DHTKD1	exp
P05362	P62841	ICAM1	RPS15	exp
P05362	P62310	ICAM1	LSM3	exp
P05362	Q02539	ICAM1	HIST1H1A	exp
P05362	P12956	ICAM1	XRCC6	exp;pred
P05362	P62807	ICAM1	HIST1H2BC;HIST1H2BE;HIST1H2BF;HIST1H2BG;HIST1H2BI	exp
P05362	P33778	ICAM1	HIST1H2BB	exp
P05362	Q96BN8	ICAM1	OTULIN	exp
P05362	P07437	ICAM1	TUBB	exp;pred
P05362	P06899	ICAM1	HIST1H2BJ	exp
P05362	P62314	ICAM1	SNRPD1	exp
P05362	P09661	ICAM1	SNRPA1	exp
P05362	P46777	ICAM1	RPL5	exp
P05362	P20701	ICAM1	ITGAL	exp;pred
P05362	Q16666	ICAM1	IFI16	exp
P05362	P62750	ICAM1	RPL23A	exp
P05362	Q8IZQ1	ICAM1	WDFY3	exp
P05362	P08195	ICAM1	SLC3A2	exp;pred
P05362	P62888	ICAM1	RPL30	exp
P05362	P62987	ICAM1	UBA52	exp
P05362	P05388	ICAM1	RPLP0	exp
P05362	P26038	ICAM1	MSN	exp;pred
P05362	Q96AY4	ICAM1	TTC28	exp
P05362	P62917	ICAM1	RPL8	exp
P05362	P30050	ICAM1	RPL12	exp
P05362	Q6P2Q9	ICAM1	PRPF8	exp
P05362	P84243	ICAM1	H3F3A;H3F3B	exp
P05362	P21333	ICAM1	FLNA	exp;pred
P05362	Q9Y696	ICAM1	CLIC4	exp
P05362	Q9UJT0	ICAM1	TUBE1	exp
P05362	P18440	ICAM1	NAT1	exp
P05362	P16150	ICAM1	SPN	exp
P05362	Q13153	ICAM1	PAK1	exp
P05362	Q9Y6D5	ICAM1	ARFGEF2	exp
P05362	P42766	ICAM1	RPL35	exp
P05362	P36578	ICAM1	RPL4	exp
P05362	Q99877	ICAM1	HIST1H2BN	exp
P05362	P11055	ICAM1	MYH3	exp
P05362	P62899	ICAM1	RPL31	exp
P05362	P61254	ICAM1	RPL26	exp
P05362	Q6AI08	ICAM1	HEATR6	exp
P05362	P61353	ICAM1	RPL27	exp
P05362	P55884	ICAM1	EIF3B	exp
P05362	Q3ZCM7	ICAM1	TUBB8	exp
P05362	P46776	ICAM1	RPL27A	exp
P05362	P62701	ICAM1	RPS4X	exp
P05362	P83731	ICAM1	RPL24	exp
P05362	P62166	ICAM1	NCS1	exp
P05362	P13010	ICAM1	XRCC5	exp;pred
P05362	Q86X67	ICAM1	NUDT13	exp
P05362	P32969	ICAM1	RPL9;RPL9P7;RPL9P8;RPL9P9	exp
P05362	Q12905	ICAM1	ILF2	exp
P05362	Q12946	ICAM1	FOXF1	exp
P05362	Q96BR1	ICAM1	SGK3	exp
P05362	Q14152	ICAM1	EIF3A	exp
P05362	P14678	ICAM1	SNRPB	exp
P05362	P05362	ICAM1	ICAM1	exp
P05362	P84103	ICAM1	SRSF3	exp
P05362	P18077	ICAM1	RPL35A	exp
P05362	Q15052	ICAM1	ARHGEF6	exp
P05362	P22626	ICAM1	HNRNPA2B1	exp
P05362	P23527	ICAM1	HIST1H2BO	exp
P05362	Q13428	ICAM1	TCOF1	exp
P05362	P68366	ICAM1	TUBA4A	exp
P05362	Q15020	ICAM1	SART3	exp
P05362	Q00839	ICAM1	HNRNPU	exp
P05362	P12814	ICAM1	ACTN1	exp
P05362	Q9Y2X7	ICAM1	GIT1	exp
P05362	P62913	ICAM1	RPL11	exp
P05362	P61978	ICAM1	HNRNPK	exp
P05362	P58876	ICAM1	HIST1H2BD	exp
P05362	Q9Y2T7	ICAM1	YBX2	exp
P05362	P15311	ICAM1	EZR	exp;pred
P05362	P62269	ICAM1	RPS18	exp
P05362	Q04206	ICAM1	RELA	exp;ortho;pred
P05362	Q99879	ICAM1	HIST1H2BM	exp
P05362	P67809	ICAM1	YBX1	exp
P05362	Q5QNW6	ICAM1	HIST2H2BF	exp
P05362	Q9UNX3	ICAM1	RPL26L1	exp
P05362	Q96A08	ICAM1	HIST1H2BA	exp
P05362	Q9Y262	ICAM1	EIF3L	exp
P05362	P61247	ICAM1	RPS3A	exp
P05362	Q6NZ67	ICAM1	MZT2B	exp
P05362	Q9Y5B9	ICAM1	SUPT16H	exp
P05362	P62266	ICAM1	RPS23	exp
P05362	Q9UGI8	ICAM1	TES	exp
P05362	P11215	ICAM1	ITGAM	exp;pred
P05362	Q93079	ICAM1	HIST1H2BH	exp
P05362	Q14155	ICAM1	ARHGEF7	exp
P05362	Q14103	ICAM1	HNRNPD	exp
P05362	P35228	ICAM1	NOS2	exp
P05362	P51991	ICAM1	HNRNPA3	exp
P05362	Q07020	ICAM1	RPL18	exp
P05362	P40429	ICAM1	RPL13A	exp
P05362	P22090	ICAM1	RPS4Y1	exp
P05362	Q14161	ICAM1	GIT2	exp
P05362	P16989	ICAM1	YBX3	exp
P05362	Q00577	ICAM1	PURA	exp
P05362	Q9Y3U8	ICAM1	RPL36	exp
P05362	Q9BXI3	ICAM1	NT5C1A	exp
P05362	P31785	ICAM1	IL2RG	exp;pred
P05362	Q13347	ICAM1	EIF3I	exp
P05362	Q9BPY3	ICAM1	FAM118B	exp
P05362	P32927	ICAM1	CSF2RB	exp
P05362	P68431	ICAM1	HIST1H3A;HIST1H3B;HIST1H3C;HIST1H3D;HIST1H3E;HIST1H3F;HIST1H3G;HIST1H3H;HIST1H3I;HIST1H3J	exp
P05362	P35544	ICAM1	FAU	exp
P05362	Q12906	ICAM1	ILF3	exp
P05362	Q02878	ICAM1	RPL6	exp
P05362	Q86V81	ICAM1	ALYREF	exp
P05362	P15880	ICAM1	RPS2	exp
P05362	P18621	ICAM1	RPL17	exp
P06213	P17706	INSR	PTPN2	exp;pred
P06213	Q12840	INSR	KIF5A	exp
P06213	P40763	INSR	STAT3	exp;pred
P06213	P46108	INSR	CRK	exp;pred
P06213	Q9UNH7	INSR	SNX6	exp
P06213	P62987	INSR	UBA52	exp
P06213	Q99704	INSR	DOK1	exp;ortho;pred
P06213	Q13322	INSR	GRB10	exp;ortho;pred
P06213	P32121	INSR	ARRB2	exp;ortho;pred
P06213	P42229	INSR	STAT5A	exp;pred
P06213	Q13257	INSR	MAD2L1	exp;pred
P06213	Q8WU20	INSR	FRS2	exp;pred
P06213	Q99418	INSR	CYTH2	exp
P06213	Q92569	INSR	PIK3R3	exp;pred
P06213	P28482	INSR	MAPK1	exp;pred
P06213	P15498	INSR	VAV1	exp;pred
P06213	Q8NEJ0	INSR	DUSP18	exp
P06213	Q8WTR2	INSR	DUSP19	exp
P06213	P84077	INSR	ARF1	exp;pred
P06213	P22681	INSR	CBL	exp;pred
P06213	P23458	INSR	JAK1	exp;pred
P06213	P62330	INSR	ARF6	exp
P06213	Q15796	INSR	SMAD2	exp;pred
P06213	P14616	INSR	INSRR	exp;pred
